,day,is_member,start_station_code,index,Code,name,latitude_x,longitude_x,year_x,trip_c,emplacement_pk_start,pk,FID,latitude_y,longitude_y,year_y,X_x,Y_x,cluster,X_y,Y_y,X_mean,Y_mean
294,199,9541.0,12333.0,6146,6146.0,du Parc-La Fontaine / Roy,45.52317047138824,-73.56901288032532,2019,12333,,,140,45.52317047,-73.56901288,2019,299409,5042590,85,299433.5,5042570.0,299433.5,5042570.0
295,202,,,254,,du Parc-La Fontaine / Roy,45.522866,-73.568377,2022,18170,18170.0,254.0,743,45.522866,-73.568377,2022,299458,5042550,85,299433.5,5042570.0,299433.5,5042570.0
296,199,14597.0,17054.0,6147,6147.0,Calixa-Lavallée / Sherbrooke,45.52479,-73.56545,2019,17054,,,141,45.52479,-73.56545,2019,299687,5042770,654,299687.0,5042770.0,299687.0,5042770.0
297,202,,,259,,Calixa-Lavallée / Sherbrooke,45.52479,-73.56545,2022,19505,19505.0,259.0,748,45.52479,-73.56545,2022,299687,5042770,654,299687.0,5042770.0,299687.0,5042770.0
298,199,18437.0,21292.0,6148,6148.0,Émile-Duployé / Sherbrooke,45.52720058937288,-73.56472939252852,2019,21292,,,142,45.52720059,-73.56472939,2019,299744,5043030,491,299744.0,5043030.0,299744.0,5043030.0
299,196,,,265,,Émile-Duployé / Sherbrooke,45.527201,-73.564729,2022,27126,27126.0,265.0,753,45.527201,-73.564729,2022,299744,5043030,491,299744.0,5043030.0,299744.0,5043030.0
300,199,6942.0,7916.0,6149,6149.0,Chapleau / du Mont-Royal,45.53867,-73.56936,2019,7916,,,143,45.53867,-73.56936,2019,299383,5044310,637,299383.0,5044310.0,299383.0,5044310.0
301,202,,,182,,Chapleau / du Mont-Royal,45.53867,-73.56936,2022,9144,9144.0,182.0,679,45.53867,-73.56936,2022,299383,5044310,637,299383.0,5044310.0,299383.0,5044310.0
302,199,10541.0,11949.0,6150,6150.0,Messier / du Mont-Royal,45.53711414,-73.5710031,2019,11949,,,144,45.53711414,-73.5710031,2019,299255,5044140,798,299255.0,5044140.0,299255.0,5044140.0
303,202,,,179,,Messier / du Mont-Royal,45.537114,-73.571003,2022,20528,20528.0,179.0,676,45.537114,-73.571003,2022,299255,5044140,798,299255.0,5044140.0,299255.0,5044140.0
304,199,11704.0,13911.0,6151,6151.0,Parthenais / du Mont-Royal,45.53646917409483,-73.57146307826042,2019,13911,,,145,45.53646917,-73.57146308,2019,299219,5044060,66,299225.0,5044055.0,299225.0,5044055.0
305,202,,,84,,Parthenais / du Mont-Royal,45.536346,-73.57131,2022,29073,29073.0,84.0,631,45.536346,-73.57131,2022,299231,5044050,66,299225.0,5044055.0,299225.0,5044055.0
306,199,18526.0,21259.0,6152,6152.0,Chabot / du Mont-Royal,45.53418509490266,-73.57358872890472,2019,21259,,,146,45.53418509,-73.57358873,2019,299052,5043810,165,299063.3333333333,5043823.333333333,299063.3333333333,5043823.333333333
307,185,,,175,,Chabot / du Mont-Royal,45.534185,-73.573589,2022,28382,28382.0,175.0,673,45.534185,-73.573589,2022,299052,5043810,165,299063.3333333333,5043823.333333333,299063.3333333333,5043823.333333333
308,18,,,1294,,Bordeaux / Mont-Royal,45.5345836,-73.5731596,2022,2404,2404.0,1294.0,1468,45.5345836,-73.5731596,2022,299086,5043850,165,299063.3333333333,5043823.333333333,299063.3333333333,5043823.333333333
309,195,8466.0,9465.0,6153,6153.0,Cartier / Marie-Anne,45.532674,-73.571776,2019,9465,,,147,45.532674,-73.571776,2019,299194,5043640,813,299194.0,5043640.0,299194.0,5043640.0
310,199,25999.0,29245.0,6154,6154.0,Marquette / du Mont-Royal,45.53229,-73.57544,2019,29245,,,148,45.53229,-73.57544,2019,298908,5043600,542,298908.0,5043600.0,298908.0,5043600.0
311,202,,,173,,Marquette / du Mont-Royal,45.53229,-73.57544,2022,52632,52632.0,173.0,672,45.53229,-73.57544,2022,298908,5043600,542,298908.0,5043600.0,298908.0,5043600.0
312,199,21292.0,23920.0,6155,6155.0,Garnier / du Mont-Royal,45.53092,-73.57674,2019,23920,,,149,45.53092,-73.57674,2019,298806,5043450,31,298796.0,5043410.0,298796.0,5043410.0
313,193,,,1009,,de Lanaudière / du Mont-Royal,45.5302211,-73.5769965,2022,28032,28032.0,1009.0,1246,45.5302211,-73.5769965,2022,298786,5043370,31,298796.0,5043410.0,298796.0,5043410.0
314,199,11415.0,12870.0,6156,6156.0,Marie-Anne / de la Roche,45.52775814390426,-73.57618510723114,2019,12870,,,150,45.52775814,-73.57618511,2019,298849,5043100,188,298850.6666666667,5043096.666666667,298850.6666666667,5043096.666666667
315,153,,,266,,Marie-Anne / de la Roche,45.527758,-73.576185,2022,12081,12081.0,266.0,754,45.527758,-73.576185,2022,298849,5043100,188,298850.6666666667,5043096.666666667,298850.6666666667,5043096.666666667
316,50,,,1263,,de la Roche / Marie-Anne,45.52766,-73.576124,2022,3591,3591.0,1263.0,1437,45.52766,-73.576124,2022,298854,5043090,188,298850.6666666667,5043096.666666667,298850.6666666667,5043096.666666667
317,196,17387.0,21005.0,6157,6157.0,de Brébeuf / du Mont-Royal,45.52940777616881,-73.57815384864807,2019,21005,,,151,45.52940778,-73.57815385,2019,298695,5043280,693,298695.0,5043280.0,298695.0,5043280.0
318,201,,,169,,de Brébeuf / du Mont-Royal,45.529408,-73.578154,2022,37938,37938.0,169.0,669,45.529408,-73.578154,2022,298695,5043280,693,298695.0,5043280.0,298695.0,5043280.0
319,199,9787.0,11123.0,6158,6158.0,Gilford / de Brébeuf,45.53081622781595,-73.58162596821785,2019,11123,,,152,45.53081623,-73.58162597,2019,298424,5043440,79,298425.3333333333,5043443.333333333,298425.3333333333,5043443.333333333
320,153,,,267,,Gilford / de Brébeuf,45.530816,-73.581626,2022,10845,10845.0,267.0,755,45.530816,-73.581626,2022,298424,5043440,79,298425.3333333333,5043443.333333333,298425.3333333333,5043443.333333333
321,50,,,1270,,de Brébeuf / Gilford,45.530952,-73.581585,2022,2956,2956.0,1270.0,1444,45.530952,-73.581585,2022,298428,5043450,79,298425.3333333333,5043443.333333333,298425.3333333333,5043443.333333333
322,170,4077.0,4829.0,6159,6159.0,Ann / Wellington,45.49452705626516,-73.55675250291823,2019,4829,,,153,45.49452706,-73.5567525,2019,300364,5039400,317,300364.0,5039400.0,300364.0,5039400.0
323,200,,,759,,Ann / Wellington,45.4945271,-73.5567525,2022,11851,11851.0,759.0,1117,45.4945271,-73.5567525,2022,300364,5039400,317,300364.0,5039400.0,300364.0,5039400.0
324,199,8440.0,9402.0,6160,6160.0,Garnier / St-Joseph,45.5329774553515,-73.58122229576111,2019,9402,,,154,45.53297746,-73.5812223,2019,298456,5043680,755,298456.0,5043680.0,298456.0,5043680.0
325,202,,,215,,Garnier / St-Joseph,45.532978,-73.581222,2022,10282,10282.0,215.0,708,45.532978,-73.581222,2022,298456,5043680,755,298456.0,5043680.0,298456.0,5043680.0
326,199,7110.0,7974.0,6161,6161.0,Cartier / St-Joseph,45.53582823686429,-73.57869029045105,2019,7974,,,155,45.53582824,-73.57869029,2019,298654,5043990,704,298654.0,5043990.0,298654.0,5043990.0
327,186,,,176,,Cartier / St-Joseph,45.535828,-73.57869,2022,9079,9079.0,176.0,674,45.535828,-73.57869,2022,298654,5043990,704,298654.0,5043990.0,298654.0,5043990.0
328,175,1506.0,1849.0,6162,6162.0,Legendre / Henri-Julien,45.54612387708119,-73.64664673805237,2019,1849,,,156,45.54612388,-73.64664674,2019,293349,5045140,312,293351.0,5045140.0,293351.0,5045140.0
329,187,,,948,,Parc Henri-Julien (Legendre / Henri-Julien),45.5460356,-73.6465985,2022,4569,4569.0,948.0,1207,45.5460356,-73.6465985,2022,293353,5045140,312,293351.0,5045140.0,293351.0,5045140.0
330,199,17121.0,19629.0,6163,6163.0,Marquette / Laurier,45.53543,-73.5822,2019,19629,,,157,45.53543,-73.5822,2019,298380,5043950,534,298380.0,5043950.0,298380.0,5043950.0
331,202,,,218,,Marquette / Laurier,45.53543,-73.5822,2022,28513,28513.0,218.0,711,45.53543,-73.5822,2022,298380,5043950,534,298380.0,5043950.0,298380.0,5043950.0
332,196,13178.0,14898.0,6164,6164.0,de Lanaudière / Laurier,45.5333136054992,-73.58373686671257,2019,14898,,,158,45.53331361,-73.58373687,2019,298260,5043710,766,298260.0,5043710.0,298260.0,5043710.0
333,202,,,216,,de Lanaudière / Laurier,45.533314,-73.583737,2022,19528,19528.0,216.0,709,45.533314,-73.583737,2022,298260,5043710,766,298260.0,5043710.0,298260.0,5043710.0
334,199,19588.0,23390.0,6165,6165.0,Laurier / de Brébeuf,45.53251395631143,-73.58481109142303,2019,23390,,,159,45.53251396,-73.58481109,2019,298176,5043630,597,298176.0,5043630.0,298176.0,5043630.0
335,202,,,214,,Laurier / de Brébeuf,45.532514,-73.584811,2022,43613,43613.0,214.0,707,45.532514,-73.584811,2022,298176,5043630,597,298176.0,5043630.0,298176.0,5043630.0
336,199,12186.0,13603.0,6166,6166.0,Gerry-Boulet / St-Grégoire,45.5337352275406,-73.589306473732,2019,13603,,,160,45.53373523,-73.58930647,2019,297825,5043760,756,297825.0,5043760.0,297825.0,5043760.0
337,202,,,217,,Gerry-Boulet / St-Grégoire,45.533735,-73.589307,2022,11422,11422.0,217.0,710,45.533735,-73.589307,2022,297825,5043760,756,297825.0,5043760.0,297825.0,5043760.0
338,198,6559.0,7334.0,6167,6167.0,Marquette / St-Grégoire,45.53703,-73.58584,2019,7334,,,161,45.53703,-73.58584,2019,298096,5044130,763,298096.0,5044130.0,298096.0,5044130.0
339,199,9892.0,10983.0,6168,6168.0,Marmier / St-Denis,45.530871318676006,-73.59834551811218,2019,10983,,,162,45.53087132,-73.59834552,2019,297118,5043440,380,297118.0,5043440.0,297118.0,5043440.0
340,202,,,584,,Marmier / St-Denis,45.530871,-73.598345,2022,27667,27667.0,584.0,1018,45.530871,-73.598345,2022,297118,5043440,380,297118.0,5043440.0,297118.0,5043440.0
341,199,22409.0,26818.0,6169,6169.0,Boyer / du Mont-Royal,45.527432126380575,-73.57991673052311,2019,26818,,,163,45.52743213,-73.57991673,2019,298558,5043060,265,298558.0,5043060.0,298558.0,5043060.0
342,202,,,167,,Boyer / du Mont-Royal,45.527432,-73.579917,2022,45754,45754.0,167.0,667,45.527432,-73.579917,2022,298558,5043060,265,298558.0,5043060.0,298558.0,5043060.0
343,199,10612.0,12960.0,6170,6170.0,de Mentana / Laurier,45.53045006508681,-73.58763813972473,2019,12960,,,164,45.53045007,-73.58763814,2019,297955,5043400,722,297955.0,5043400.0,297955.0,5043400.0
344,202,,,211,,de Mentana / Laurier,45.53045,-73.587638,2022,19668,19668.0,211.0,706,45.53045,-73.587638,2022,297955,5043400,722,297955.0,5043400.0,297955.0,5043400.0
345,199,6127.0,7204.0,6171,6171.0,Wolfe / Robin,45.51958082831579,-73.5601159930229,2019,7204,,,165,45.51958083,-73.56011599,2019,300104,5042190,285,300104.0,5042190.0,300104.0,5042190.0
346,202,,,281,,Wolfe / Robin,45.519581,-73.560116,2022,10049,10049.0,281.0,765,45.519581,-73.560116,2022,300104,5042190,285,300104.0,5042190.0,300104.0,5042190.0
347,190,15642.0,18270.0,6173,6173.0,Berri / Cherrier,45.51908844137639,-73.56950908899307,2019,18270,,,166,45.51908844,-73.56950909,2019,299370,5042130,230,299370.0,5042130.0,299370.0,5042130.0
348,202,,,240,,Berri / Cherrier,45.519088,-73.569509,2022,35958,35958.0,240.0,730,45.519088,-73.569509,2022,299370,5042130,230,299370.0,5042130.0,299370.0,5042130.0
349,193,14627.0,17450.0,6174,6174.0,Roy / St-Denis,45.51908,-73.5727,2019,17450,,,167,45.51908,-73.5727,2019,299120,5042130,453,299120.0,5042130.0,299120.0,5042130.0
350,202,,,239,,Roy / St-Denis,45.51908,-73.5727,2022,30972,30972.0,239.0,729,45.51908,-73.5727,2022,299120,5042130,453,299120.0,5042130.0,299120.0,5042130.0
351,199,14427.0,16262.0,6175,6175.0,St-Christophe / Cherrier,45.52027785033668,-73.5682162642479,2019,16262,,,168,45.52027785,-73.56821626,2019,299471,5042260,36,299491.0,5042275.0,299491.0,5042275.0
352,202,,,245,,St-André / Cherrier,45.520524,-73.567697,2022,21874,21874.0,245.0,735,45.520524,-73.567697,2022,299511,5042290,36,299491.0,5042275.0,299491.0,5042275.0
353,199,12894.0,17258.0,6176,6176.0,de Mentana / Rachel,45.52496323980324,-73.57555881142616,2019,17258,,,169,45.52496324,-73.57555881,2019,298898,5042790,796,298898.0,5042790.0,298898.0,5042790.0
354,199,11172.0,13545.0,6177,6177.0,St-Hubert / Duluth,45.52242565278864,-73.57418417930603,2019,13545,,,170,45.52242565,-73.57418418,2019,299005,5042500,550,299005.0,5042500.0,299005.0,5042500.0
355,202,,,251,,St-Hubert / Duluth,45.522426,-73.574184,2022,24245,24245.0,251.0,740,45.522426,-73.574184,2022,299005,5042500,550,299005.0,5042500.0,299005.0,5042500.0
356,199,16910.0,20495.0,6178,6178.0,Rivard / Rachel,45.5222776,-73.5775906,2019,20495,,,171,45.5222776,-73.5775906,2019,298739,5042490,41,298754.0,5042515.0,298754.0,5042515.0
357,194,7062.0,8720.0,7031,7031.0,Berri / Rachel,45.52271891082773,-73.5772043466568,2019,8720,,,495,45.52271891,-73.57720435,2019,298769,5042540,41,298754.0,5042515.0,298754.0,5042515.0
358,202,,,249,,Rivard / Rachel,45.522278,-73.577591,2022,26108,26108.0,249.0,738,45.522278,-73.577591,2022,298739,5042490,41,298754.0,5042515.0,298754.0,5042515.0
359,202,,,252,,Berri / Rachel,45.522719,-73.577204,2022,17076,17076.0,252.0,741,45.522719,-73.577204,2022,298769,5042540,41,298754.0,5042515.0,298754.0,5042515.0
360,190,10975.0,13376.0,6179,6179.0,Duluth / St-Denis,45.52060423232697,-73.57598394155502,2019,13376,,,172,45.52060423,-73.57598394,2019,298864,5042300,80,298869.0,5042306.666666667,298869.0,5042306.666666667
361,64,,,1146,,Duluth /St-Denis,45.5205975,-73.5759705,2022,6738,6738.0,1146.0,1322,45.5205975,-73.5759705,2022,298865,5042300,80,298869.0,5042306.666666667,298869.0,5042306.666666667
362,33,,,1287,,Duluth  / St-Denis,45.5208024,-73.5757989,2022,3714,3714.0,1287.0,1461,45.5208024,-73.5757989,2022,298878,5042320,80,298869.0,5042306.666666667,298869.0,5042306.666666667
363,199,7183.0,9708.0,6180,6180.0,St-Dominique / René-Lévesque,45.5094183667176,-73.56135785579681,2019,9708,,,173,45.50941837,-73.56135786,2019,300006,5041060,698,300006.0,5041060.0,300006.0,5041060.0
364,198,17480.0,20964.0,6181,6181.0,Clark / Rachel,45.5173538,-73.58212888,2019,20964,,,174,45.5173538,-73.58212888,2019,298384,5041940,736,298384.0,5041940.0,298384.0,5041940.0
365,202,,,338,,Clark / Rachel,45.517354,-73.582129,2022,34072,34072.0,338.0,812,45.517354,-73.582129,2022,298384,5041940,736,298384.0,5041940.0,298384.0,5041940.0
366,199,9178.0,11346.0,6182,6182.0,de Bullion / du Mont-Royal,45.52175120848515,-73.58526840806007,2019,11346,,,175,45.52175121,-73.58526841,2019,298139,5042430,776,298139.0,5042430.0,298139.0,5042430.0
367,202,,,248,,de Bullion / du Mont-Royal,45.521751,-73.585268,2022,15961,15961.0,248.0,737,45.521751,-73.585268,2022,298139,5042430,776,298139.0,5042430.0,298139.0,5042430.0
368,199,12952.0,15529.0,6183,6183.0,Laval / du Mont-Royal,45.5223645775784,-73.58414590358734,2019,15529,,,176,45.52236458,-73.5841459,2019,298227,5042500,670,298227.0,5042500.0,298227.0,5042500.0
369,202,,,250,,Laval / du Mont-Royal,45.522365,-73.584146,2022,21226,21226.0,250.0,739,45.522365,-73.584146,2022,298227,5042500,670,298227.0,5042500.0,298227.0,5042500.0
370,199,36667.0,42827.0,6184,6184.0,Métro Mont-Royal (Rivard / du Mont-Royal),45.524673,-73.58255,2019,42827,,,177,45.524673,-73.58255,2019,298352,5042750,377,298352.0,5042750.0,298352.0,5042750.0
371,202,,,256,,Métro Mont-Royal (Rivard / du Mont-Royal),45.524673,-73.58255,2022,80999,80999.0,256.0,745,45.524673,-73.58255,2022,298352,5042750,377,298352.0,5042750.0,298352.0,5042750.0
372,177,3238.0,3594.0,6185,6185.0,des Érables / Bélanger,45.54912085535069,-73.60087350010872,2019,3594,,,178,45.54912086,-73.6008735,2019,296924,5045470,546,296924.0,5045470.0,296924.0,5045470.0
373,201,,,572,,des Érables / Bélanger,45.549121,-73.600874,2022,5369,5369.0,572.0,1007,45.549121,-73.600874,2022,296924,5045470,546,296924.0,5045470.0,296924.0,5045470.0
374,174,10053.0,11377.0,6186,6186.0,St-Hubert / Laurier,45.52931012171625,-73.58865737915039,2019,11377,,,179,45.52931012,-73.58865738,2019,297875,5043270,292,297875.0,5043270.0,297875.0,5043270.0
375,202,,,208,,St-Hubert / Laurier,45.52931,-73.588657,2022,16556,16556.0,208.0,704,45.52931,-73.588657,2022,297875,5043270,292,297875.0,5043270.0,297875.0,5043270.0
376,199,16944.0,20173.0,6187,6187.0,Resther / du Mont-Royal,45.52562819123256,-73.58177483081818,2019,20173,,,180,45.52562819,-73.58177483,2019,298412,5042860,254,298412.0,5042860.0,298412.0,5042860.0
377,202,,,261,,Resther / du Mont-Royal,45.525628,-73.581775,2022,31922,31922.0,261.0,749,45.525628,-73.581775,2022,298412,5042860,254,298412.0,5042860.0,298412.0,5042860.0
378,199,8175.0,9215.0,6188,6188.0,de Mentana / Marie-Anne,45.52602656522141,-73.57785880565643,2019,9215,,,181,45.52602657,-73.57785881,2019,298718,5042900,687,298718.0,5042900.0,298718.0,5042900.0
379,202,,,262,,de Mentana / Marie-Anne,45.526027,-73.577859,2022,15347,15347.0,262.0,750,45.526027,-73.577859,2022,298718,5042900,687,298718.0,5042900.0,298718.0,5042900.0
380,196,3282.0,3862.0,6189,6189.0,Chabot / Everett,45.55072306022627,-73.60957056283951,2019,3862,,,182,45.55072306,-73.60957056,2019,296245,5045650,576,296245.0,5045650.0,296245.0,5045650.0
381,199,17937.0,19639.0,6190,6190.0,Pontiac / Gilford,45.527009334270645,-73.58576595783234,2019,19639,,,183,45.52700933,-73.58576596,2019,298101,5043010,405,298101.0,5043010.0,298101.0,5043010.0
382,202,,,264,,Pontiac / Gilford,45.527009,-73.585766,2022,15112,15112.0,264.0,752,45.527009,-73.585766,2022,298101,5043010,405,298101.0,5043010.0,298101.0,5043010.0
383,199,9191.0,11339.0,6191,6191.0,St-Zotique / Clark,45.531401,-73.612674,2019,11339,,,184,45.531401,-73.612674,2019,295999,5043500,351,295999.0,5043500.0,295999.0,5043500.0
384,188,,,587,,St-Zotique / Clark,45.531401,-73.612674,2022,10875,10875.0,587.0,1021,45.531401,-73.612674,2022,295999,5043500,351,295999.0,5043500.0,295999.0,5043500.0
385,180,6041.0,6600.0,6192,6192.0,Berri / St-Grégoire,45.52996959525513,-73.5919028520584,2019,6600,,,185,45.5299696,-73.59190285,2019,297622,5043340,744,297622.0,5043340.0,297622.0,5043340.0
386,199,16394.0,19922.0,6193,6193.0,de l'Esplanade / Fairmount,45.521495,-73.596758,2019,19922,,,186,45.521495,-73.596758,2019,297241,5042400,168,297238.5,5042400.0,297238.5,5042400.0
387,202,,,427,,de l'Esplanade / Fairmount,45.521496,-73.596827,2022,25859,25859.0,427.0,888,45.521496,-73.596827,2022,297236,5042400,168,297238.5,5042400.0,297238.5,5042400.0
388,165,17933.0,21254.0,6194,6194.0,Métro Atwater (Atwater / Ste-Catherine),45.48947622882084,-73.58456566929817,2019,21254,,,187,45.48947623,-73.58456567,2019,298190,5038840,475,298190.0,5038840.0,298190.0,5038840.0
389,202,,,359,,Métro Atwater (Atwater / Ste-Catherine),45.489476,-73.584566,2022,47477,47477.0,359.0,831,45.489476,-73.584566,2022,298190,5038840,475,298190.0,5038840.0,298190.0,5038840.0
390,199,12742.0,15012.0,6195,6195.0,de Bullion / St-Joseph,45.5240365462478,-73.59014332294464,2019,15012,,,188,45.52403655,-73.59014332,2019,297758,5042680,716,297758.0,5042680.0,297758.0,5042680.0
391,202,,,430,,de Bullion / St-Joseph,45.524037,-73.590143,2022,14537,14537.0,430.0,891,45.524037,-73.590143,2022,297758,5042680,716,297758.0,5042680.0,297758.0,5042680.0
392,199,17181.0,21037.0,6196,6196.0,Villeneuve / St-Laurent,45.52134173413233,-73.58941912651062,2019,21037,,,189,45.52134173,-73.58941913,2019,297814,5042380,159,297814.5,5042380.0,297814.5,5042380.0
393,202,,,537,,Villeneuve / St-Laurent,45.521342,-73.589419,2022,22928,22928.0,537.0,977,45.521342,-73.589419,2022,297815,5042380,159,297814.5,5042380.0,297814.5,5042380.0
394,198,7814.0,8999.0,6197,6197.0,de Bordeaux / Masson,45.53898439552301,-73.5824453830719,2019,8999,,,190,45.5389844,-73.58244538,2019,298361,5044340,750,298361.0,5044340.0,298361.0,5044340.0
395,202,,,183,,de Bordeaux / Masson,45.538984,-73.582445,2022,13208,13208.0,183.0,680,45.538984,-73.582445,2022,298361,5044340,750,298361.0,5044340.0,298361.0,5044340.0
396,198,3620.0,4187.0,6198,6198.0,Hélène-Baillargeon / St-Denis,45.52974,-73.59527,2019,4187,,,191,45.52974,-73.59527,2019,297359,5043320,545,297359.0,5043320.0,297359.0,5043320.0
397,202,,,209,,Hélène-Baillargeon / St-Denis,45.52974,-73.59527,2022,8920,8920.0,209.0,705,45.52974,-73.59527,2022,297359,5043320,545,297359.0,5043320.0,297359.0,5043320.0
398,199,14512.0,17602.0,6199,6199.0,St-Viateur / St-Laurent,45.52593073022709,-73.59883904457092,2019,17602,,,192,45.52593073,-73.59883904,2019,297079,5042900,20,297108.3333333333,5042940.0,297108.3333333333,5042940.0
399,199,10701.0,11934.0,6235,6235.0,St-Dominique / St-Viateur,45.52655700191558,-73.5982757806778,2019,11934,,,228,45.526557,-73.59827578,2019,297123,5042960,20,297108.3333333333,5042940.0,297108.3333333333,5042940.0
400,202,,,437,,St-Dominique / St-Viateur,45.526557,-73.598276,2022,14243,14243.0,437.0,897,45.526557,-73.598276,2022,297123,5042960,20,297108.3333333333,5042940.0,297108.3333333333,5042940.0
401,199,13819.0,17372.0,6200,6200.0,Maguire / St-Laurent,45.52462848559264,-73.5958108305931,2019,17372,,,193,45.52462849,-73.59581083,2019,297316,5042750,714,297316.0,5042750.0,297316.0,5042750.0
402,200,,,432,,Maguire / St-Laurent,45.524628,-73.595811,2022,21199,21199.0,432.0,893,45.524628,-73.595811,2022,297316,5042750,714,297316.0,5042750.0,297316.0,5042750.0
403,199,11770.0,13587.0,6201,6201.0,Villeneuve / de l'Hôtel-de-Ville,45.52354419830203,-73.58733236789703,2019,13587,,,194,45.5235442,-73.58733237,2019,297978,5042630,123,297978.0,5042626.666666667,297978.0,5042626.666666667
404,174,,,255,,Villeneuve / de l'Hôtel-de-Ville,45.523544,-73.587332,2022,13649,13649.0,255.0,744,45.523544,-73.587332,2022,297978,5042630,123,297978.0,5042626.666666667,297978.0,5042626.666666667
405,29,,,1290,,de l'Hôtel-de-Ville / Villeneuve,45.5234808,-73.5873276,2022,1858,1858.0,1290.0,1464,45.5234808,-73.5873276,2022,297978,5042620,123,297978.0,5042626.666666667,297978.0,5042626.666666667
406,199,16848.0,19551.0,6202,6202.0,Ste-Famille / Sherbrooke,45.51007154847701,-73.57075229287146,2019,19551,,,195,45.51007155,-73.57075229,2019,299272,5041130,493,299272.0,5041130.0,299272.0,5041130.0
407,202,,,315,,Ste-Famille / Sherbrooke,45.510072,-73.570752,2022,29089,29089.0,315.0,792,45.510072,-73.570752,2022,299272,5041130,493,299272.0,5041130.0,299272.0,5041130.0
408,198,10808.0,13509.0,6203,6203.0,Aylmer / Sherbrooke,45.50658668914343,-73.57329905033112,2019,13509,,,196,45.50658669,-73.57329905,2019,299072,5040740,782,299072.0,5040740.0,299072.0,5040740.0
409,194,,,629,,Aylmer / Sherbrooke,45.506587,-73.573299,2022,15112,15112.0,629.0,1053,45.506587,-73.573299,2022,299072,5040740,782,299072.0,5040740.0,299072.0,5040740.0
410,199,14151.0,17356.0,6204,6204.0,Milton / Durocher,45.508140959417744,-73.57492983341217,2019,17356,,,197,45.50814096,-73.57492983,2019,298945,5040920,719,298945.0,5040920.0,298945.0,5040920.0
411,202,,,311,,Milton / Durocher,45.508141,-73.57493,2022,28261,28261.0,311.0,788,45.508141,-73.57493,2022,298945,5040920,719,298945.0,5040920.0,298945.0,5040920.0
412,199,13868.0,16821.0,6205,6205.0,Milton / du Parc,45.50936142835129,-73.57386365532875,2019,16821,,,198,45.50936143,-73.57386366,2019,299028,5041050,762,299028.0,5041050.0,299028.0,5041050.0
413,202,,,313,,Milton / du Parc,45.509361,-73.573864,2022,30553,30553.0,313.0,790,45.509361,-73.573864,2022,299028,5041050,762,299028.0,5041050.0,299028.0,5041050.0
414,199,20142.0,24015.0,6206,6206.0,Prince-Arthur / du Parc,45.51059,-73.57547,2019,24015,,,199,45.51059,-73.57547,2019,298903,5041190,412,298903.0,5041190.0,298903.0,5041190.0
415,202,,,316,,Prince-Arthur / du Parc,45.51059,-73.57547,2022,43514,43514.0,316.0,793,45.51059,-73.57547,2022,298903,5041190,412,298903.0,5041190.0,298903.0,5041190.0
416,199,6557.0,7870.0,6207,6207.0,Ste-Famille / des Pins,45.51283174510449,-73.57688784599304,2019,7870,,,200,45.51283175,-73.57688785,2019,298793,5041440,331,298793.0,5041440.0,298793.0,5041440.0
417,202,,,325,,Ste-Famille / des Pins,45.512832,-73.576888,2022,7755,7755.0,325.0,800,45.512832,-73.576888,2022,298793,5041440,331,298793.0,5041440.0,298793.0,5041440.0
418,199,9893.0,12023.0,6208,6208.0,Hutchison / des Pins,45.51069,-73.57805,2019,12023,,,201,45.51069,-73.57805,2019,298702,5041200,304,298702.0,5041200.0,298702.0,5041200.0
419,202,,,318,,Hutchison / des Pins,45.51069,-73.57805,2022,22524,22524.0,318.0,795,45.51069,-73.57805,2022,298702,5041200,304,298702.0,5041200.0,298702.0,5041200.0
420,199,17672.0,21523.0,6209,6209.0,Milton / Clark,45.51254135285248,-73.57067719101906,2019,21523,,,202,45.51254135,-73.57067719,2019,299278,5041400,298,299278.0,5041400.0,299278.0,5041400.0
421,202,,,322,,Milton / Clark,45.512541,-73.570677,2022,35582,35582.0,322.0,797,45.512541,-73.570677,2022,299278,5041400,298,299278.0,5041400.0,299278.0,5041400.0
422,199,6102.0,6998.0,6210,6210.0,Métro Sauvé (Berri / Sauvé),45.55069206841976,-73.65636706352234,2019,6998,,,203,45.55069207,-73.65636706,2019,292591,5045650,435,292591.0,5045650.0,292591.0,5045650.0
423,183,,,225,,Métro Sauvé (Berri / Sauvé),45.550692,-73.656367,2022,9968,9968.0,225.0,716,45.550692,-73.656367,2022,292591,5045650,435,292591.0,5045650.0,292591.0,5045650.0
424,199,22276.0,28197.0,6211,6211.0,Roy / St-Laurent,45.515616239398405,-73.57580825686453,2019,28197,,,204,45.51561624,-73.57580826,2019,298877,5041750,715,298877.0,5041750.0,298877.0,5041750.0
425,202,,,334,,Roy / St-Laurent,45.515616,-73.575808,2022,34615,34615.0,334.0,809,45.515616,-73.575808,2022,298877,5041750,715,298877.0,5041750.0,298877.0,5041750.0
426,195,12340.0,15742.0,6212,6212.0,Duluth / de l'Esplanade,45.51509198406273,-73.58114182949066,2019,15742,,,205,45.51509198,-73.58114183,2019,298460,5041690,432,298460.0,5041690.0,298460.0,5041690.0
427,202,,,331,,Duluth / de l'Esplanade,45.515092,-73.581142,2022,25480,25480.0,331.0,806,45.515092,-73.581142,2022,298460,5041690,432,298460.0,5041690.0,298460.0,5041690.0
