,day,is_member,start_station_code,index,Code,name,latitude,longitude,trip_per_day_2019
247,199,12523,14640,6258,6258.0,Parc Père-Marquette (Chambord / Rosemont),45.53708783301333,-73.59321847558022,73.5678391959799
248,199,5999,7169,6259,6259.0,Dandurand / de Lorimier,45.540881,-73.584157,36.02512562814071
249,199,7271,8755,6260,6260.0,Cartier / Dandurand,45.53923559055867,-73.58594566583633,43.994974874371856
250,199,7124,8364,6261,6261.0,Louis-Hémon / Rosemont,45.54459855947176,-73.58822286128998,42.030150753768844
251,199,7212,8481,6262,6262.0,de la Roche /  de Bellechasse,45.53715922533132,-73.59747648239136,42.618090452261306
252,199,3356,3822,6263,6263.0,de Hampton / de Monkland,45.47117930747152,-73.6270022392273,19.20603015075377
253,158,3626,4148,6264,6264.0,Chabot / de Bellechasse,45.5425697477813,-73.59214425086974,26.253164556962027
254,199,8450,9367,6265,6265.0,Parthenais / Laurier,45.539258526059406,-73.5774591565132,47.07035175879397
255,157,2840,3197,6266,6266.0,Louis-Hébert / de Bellechasse,45.546661109634606,-73.58868420124054,20.363057324840764
256,199,7605,8828,6267,6267.0,Chabot / Beaubien,45.54437554639807,-73.59564453363419,44.36180904522613
257,199,8700,10000,6268,6268.0,Chambord / Beaubien,45.539932183126695,-73.59934329986572,50.25125628140704
258,192,3648,4109,6269,6269.0,Wurtele / de Rouen,45.5376278134876,-73.5533943772316,21.401041666666668
259,190,5705,6417,6270,6270.0,Fabre / St-Zotique,45.54345172630376,-73.60101029276848,33.77368421052632
260,107,167,283,6271,6271.0,St-Jean-Baptiste / Notre-Dame,45.640002860465096,-73.49011301994324,2.6448598130841123
261,198,4786,5468,6272,6272.0,de Bordeaux / St-Zotique,45.546539011777845,-73.59866470098495,27.616161616161616
262,199,5265,5862,6273,6273.0,Cartier / Bélanger,45.546797412794085,-73.60266387462616,29.457286432160803
263,199,6691,7595,6274,6274.0,de la Roche / St-Joseph,45.531164,-73.583695,38.165829145728644
264,199,4819,5477,6275,6275.0,Chambord / Jean-Talon,45.54484558108033,-73.61053615808486,27.522613065326635
265,198,6245,7282,6276,6276.0,de la Roche / Bélanger,45.54166959576632,-73.60760450363159,36.77777777777778
266,199,8935,10354,6277,6277.0,Louis-Hébert / Beaubien,45.5481863712796,-73.592010140419,52.030150753768844
267,199,3785,4209,6278,6278.0,Louis-Hébert / St-Zotique,45.55001,-73.59576,21.150753768844222
268,180,2906,3220,6279,6279.0,Louis-Hébert / Bélanger,45.55158518908433,-73.59916493296623,17.88888888888889
269,194,11583,13995,6280,6280.0,Casgrain / Laurier,45.52437479806464,-73.5918103158474,72.13917525773196
270,181,4283,4917,6281,6281.0,Resther / St-Joseph,45.52769780849099,-73.58625277876854,27.165745856353592
271,198,3365,4099,6301,6301.0,Parc Outremont (Bloomfield / Elmwood),45.518309446368,-73.60328614711761,20.7020202020202
272,199,2602,3338,6302,6302.0,Stuart / St-Viateur,45.516078703024085,-73.60779762268066,16.77386934673367
273,198,2606,3335,6303,6303.0,Pratt / Van Horne,45.51414486304299,-73.6203020811081,16.843434343434343
274,198,1734,2124,6304,6304.0,Rockland / Lajoie,45.515617,-73.614991,10.727272727272727
275,199,2965,3635,6305,6305.0,Davaar / de la Côte-Ste-Catherine,45.514379,-73.610871,18.266331658291456
276,199,7931,9346,6306,6306.0,Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),45.510086,-73.611429,46.96482412060301
277,199,11604,13745,6307,6307.0,Laval / Rachel,45.52017845247635,-73.57942387461662,69.07035175879398
278,199,3916,4456,6309,6309.0,4e avenue / de Verdun,45.4568844514464,-73.57260704040527,22.391959798994975
279,199,9275,10981,6310,6310.0,de Soissons / de Darlington,45.50687644639119,-73.62359181046486,55.18090452261306
280,199,6356,7353,6311,6311.0,Drolet / St-Zotique,45.53488214147823,-73.60941231250763,36.949748743718594
281,199,2962,3894,6312,6312.0,de Kent / de la Côte-des-Neiges,45.50144933057703,-73.63305062055588,19.5678391959799
282,198,6688,8724,6313,6313.0,Palm / St-Remi,45.470303,-73.589848,44.06060606060606
283,199,9436,10499,6314,6314.0,de Lanaudière / Marie-Anne,45.52932643090091,-73.57480645179749,52.75879396984924
284,199,10447,13365,6315,6315.0,Métro Côte-des-Neiges (Jean-Brillant / de la Côte-des-Neiges),45.49626477461565,-73.62154394388199,67.1608040201005
285,199,5624,7766,6316,6316.0,Swail / Decelles,45.49705494399436,-73.61865252256392,39.02512562814071
286,199,13151,16137,6321,6321.0,Gary-Carter / St-Laurent,45.53589982664126,-73.62244248390198,81.09045226130654
287,199,4529,5178,6322,6322.0,St-Dominique / Gounod,45.53873794947064,-73.62802147865295,26.020100502512562
288,189,2169,2462,6323,6323.0,Guizot / St-Laurent,45.53966322230556,-73.63447487354279,13.026455026455027
289,199,3779,4299,6324,6324.0,de Liège / Lajeunesse,45.54560354555274,-73.63474041223526,21.603015075376884
290,196,5591,6445,6327,6327.0,Drolet / Faillon,45.53926979810152,-73.6208787560463,32.88265306122449
291,199,5957,6916,6328,6328.0,De Gaspé / Villeray,45.53893805473212,-73.62429320812224,34.753768844221106
292,195,4350,4854,6329,6329.0,Drolet / Gounod,45.54095134225734,-73.62637460231781,24.892307692307693
293,198,3845,4454,6330,6330.0,de Gaspé / Jarry,45.540780049798,-73.63040059804916,22.494949494949495
294,199,3410,3890,6331,6331.0,Guizot / St-Denis,45.543423548290185,-73.63246187567711,19.547738693467338
295,198,4841,5503,6332,6332.0,de Gaspé / de Liège,45.54248521237199,-73.63634169101715,27.792929292929294
296,199,3213,3623,6333,6333.0,Leman / de Chateaubriand,45.547218,-73.631103,18.20603015075377
297,199,10733,11781,6334,6334.0,Métro Jarry (Lajeunesse / Jarry),45.54371190262865,-73.62828433513641,59.20100502512563
298,173,4836,5463,6335,6335.0,du Rosaire / St-Hubert,45.54481928225348,-73.6215104162693,31.578034682080926
299,199,4906,5446,6336,6336.0,Faillon / St-Hubert,45.54297175887712,-73.61793905496597,27.366834170854272
300,196,4527,5306,6338,6338.0,de Chateaubriand / Jarry,45.54595481682399,-73.62699151039122,27.071428571428573
301,189,3892,4476,6339,6339.0,Harvard / de Monkland,45.474565185029945,-73.62403571605682,23.682539682539684
302,197,4670,5194,6340,6340.0,de la Roche / Everett,45.544867,-73.614841,26.365482233502537
303,185,4949,5541,6341,6341.0,Regina / de Verdun,45.467369,-73.570769,29.951351351351352
304,199,5892,6456,6343,6343.0,Marquette / Villeray,45.55068361610596,-73.61529305577278,32.44221105527638
305,142,4731,5659,6344,6344.0,St-Dominique / Jean-Talon,45.53524809921431,-73.61756354570389,39.852112676056336
306,199,2489,3024,6345,6345.0,Louis-Hémon / Villeray,45.55496126357668,-73.61073732376097,15.195979899497488
307,185,3007,3380,6346,6346.0,Nicolet / Sherbrooke,45.54969542033443,-73.55464696884155,18.27027027027027
308,199,3778,4444,6347,6347.0,Métro St-Michel (Shaughnessy / St-Michel),45.559199,-73.599658,22.331658291457288
309,199,4790,5552,6349,6349.0,Ryde / Charlevoix,45.4757434,-73.5646007,27.899497487437184
310,199,5709,6942,6350,6350.0,Island / Centre,45.48149081388884,-73.56475353240967,34.88442211055276
311,198,4767,5918,6354,6354.0,Marcil / Sherbrooke,45.471743,-73.613924,29.88888888888889
312,199,4610,5212,6355,6355.0,Ontario / Sicard,45.55626186680846,-73.53744059801102,26.190954773869347
313,199,5148,6044,6356,6356.0,de Monkland / Girouard,45.47710675189806,-73.6214379966259,30.371859296482413
314,185,2989,3445,6357,6357.0,13e avenue / St-Zotique,45.557487317400046,-73.5887485742569,18.62162162162162
315,199,3660,4292,6358,6358.0,1ère  avenue / St-Zotique,45.551937362101,-73.59392791986465,21.5678391959799
316,199,11894,16447,6359,6359.0,Ste-Catherine / St-Laurent,45.50981336049594,-73.5638952255249,82.64824120603015
317,198,4753,5538,6360,6360.0,8e avenue / Beaubien,45.553215,-73.58752,27.96969696969697
318,199,6618,7724,6361,6361.0,Molson / Beaubien,45.54968589617967,-73.59115451574326,38.814070351758794
319,199,5379,6371,6362,6362.0,1ère avenue / Rosemont,45.54779995287998,-73.58486741781235,32.015075376884425
320,199,3453,3994,6363,6363.0,de la Côte St-Antoine / Royal,45.46892698487744,-73.6198702454567,20.07035175879397
321,199,6541,7770,6364,6364.0,de Chambly / Rachel,45.54991069359101,-73.55826258659361,39.04522613065327
322,199,3942,5087,6366,6366.0,Wilderton  / Van Horne,45.51014162409143,-73.6247518658638,25.56281407035176
323,166,3127,3494,6367,6367.0,3e avenue / Dandurand,45.54729491851639,-73.57899874448776,21.048192771084338
324,199,9237,11118,6368,6368.0,10e avenue / Masson,45.55030553030546,-73.57335269451141,55.869346733668344
325,199,4339,5675,6369,6369.0,U. Concordia - Campus Loyola (Sherbrooke / West Broadway),45.45750908083069,-73.6394852399826,28.517587939698494
326,199,5527,6315,6370,6370.0,d'Orléans / Masson,45.557192,-73.569847,31.733668341708544
327,199,10185,12361,6371,6371.0,4e avenue / Masson,45.546978,-73.575515,62.11557788944724
328,199,11960,14351,6372,6372.0,1ère avenue / Masson,45.5451997,-73.57645065,72.11557788944724
329,199,5890,6715,6373,6373.0,7e avenue / St-Joseph Rosemont,45.547226645250745,-73.56986984610558,33.743718592964825
330,199,6420,7265,6374,6374.0,15e avenue / Masson,45.55389801568004,-73.5713866353035,36.50753768844221
331,199,8919,10471,6375,6375.0,Métro Place St-Henri (St-Ferdinand / St-Jacques),45.477249,-73.587238,52.618090452261306
332,179,3567,4133,6376,6376.0,de Chambly / St-Joseph,45.552842358447656,-73.56529533863068,23.089385474860336
333,198,5732,6302,6377,6377.0,Grand Trunk / Hibernia,45.47968,-73.56385,31.828282828282827
334,199,4437,4936,6379,6379.0,de l'Église / Bannantyne,45.4632535358533,-73.57587933540344,24.804020100502512
335,199,4027,4556,6380,6380.0,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),45.551584,-73.561916,22.894472361809044
336,196,8701,9823,6381,6381.0,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185,50.11734693877551
337,199,4662,5528,6383,6383.0,Bourbonnière / du Mont-Royal,45.55357073967113,-73.56049418449402,27.77889447236181
338,198,3567,3964,6384,6384.0,Darling / Sherbrooke,45.54545890380305,-73.55666935443878,20.02020202020202
339,199,8023,9068,6385,6385.0,de Bordeaux / Gilford,45.53611005443118,-73.5762870311737,45.5678391959799
340,199,8655,10009,6386,6386.0,Métro Préfontaine (Moreau / Hochelaga),45.54178033474308,-73.55571448802948,50.2964824120603
341,199,10501,11843,6387,6387.0,Métro Joliette  (Joliette / Hochelaga),45.54690718297082,-73.5515570640564,59.51256281407035
342,192,3557,4008,6388,6388.0,d'Orléans / Hochelaga,45.55076798270114,-73.54942739009857,20.875
343,199,7744,8857,6389,6389.0,Boyer / Jean-Talon,45.54158631132448,-73.61248075962067,44.50753768844221
344,199,8926,10132,6391,6391.0,Aylwin / Ontario,45.54428417385149,-73.54533970355988,50.914572864321606
345,199,8979,10266,6393,6393.0,Dézéry / Ontario,45.54111008519643,-73.54754984378815,51.58793969849246
346,199,10276,11653,6394,6394.0,Valois / Ontario,45.54740496161695,-73.54467451572418,58.55778894472362
347,190,9428,11565,6395,6395.0,Métro Viau (Pierre-de-Coubertin / Viau),45.561782815423854,-73.54661107063293,60.86842105263158
348,199,13345,16395,6396,6396.0,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX),45.55421375524564,-73.55155974626541,82.38693467336684
349,198,6916,7922,6397,6397.0,Marché Maisonneuve,45.55321884238814,-73.53978216648102,40.01010101010101
350,196,4971,5623,6398,6398.0,Desjardins / Ontario,45.5511918874866,-73.54087248444557,28.68877551020408
351,199,8477,10168,6401,6401.0,des Seigneurs / Notre-Dame,45.48772278774177,-73.5690826177597,51.095477386934675
352,198,6184,8229,6402,6402.0,Ste-Émilie / Sir-Georges-Etienne-Cartier,45.47266800851548,-73.585389778018,41.56060606060606
353,199,3809,4790,6403,6403.0,Georges-Vanier / Notre-Dame,45.48504797982277,-73.5719633102417,24.07035175879397
354,198,2270,2753,6404,6404.0,Quesnel / Vinet,45.485889,-73.577514,13.904040404040405
355,199,6536,8441,6405,6405.0,Duvernay / Charlevoix,45.4820980397155,-73.57487618923187,42.41708542713568
356,199,12594,23868,6406,6406.0,Marché Atwater,45.48020822800015,-73.57759863138199,119.93969849246231
357,184,2266,2842,6407,6407.0,Charlevoix / Lionel-Groulx,45.48392802,-73.57731164,15.445652173913043
358,194,7222,7852,6408,6408.0,Métro Georges-Vanier (St-Antoine / Canning),45.4891,-73.57656,40.47422680412371
359,184,2474,2861,6409,6409.0,Lionel-Groulx / George-Vanier,45.48621939184824,-73.5737469792366,15.548913043478262
360,199,6609,7308,6410,6410.0,Métro Crémazie (Crémazie / Lajeunesse),45.54640752148169,-73.63842844963074,36.72361809045226
361,199,18542,23128,6411,6411.0,Clark / Prince-Arthur,45.5133025720765,-73.57296109199524,116.22110552763819
362,198,3481,4001,6412,6412.0,Complexe sportif Claude-Robillard,45.553262,-73.638615,20.207070707070706
363,199,3730,4449,6413,6413.0,Union / Cathcart,45.50355184389659,-73.56875538825989,22.35678391959799
364,198,2793,3362,6414,6414.0,Parc St-Henri (Laporte / Guay),45.48013378575666,-73.58590811491013,16.97979797979798
365,199,3334,3949,6415,6415.0,de Melrose / Sherbrooke,45.46981978744856,-73.61696138978003,19.844221105527637
366,199,3209,3795,6416,6416.0,Notre-Dame-de-Grâce / Décarie,45.47735333523628,-73.61537218093872,19.07035175879397
367,194,3844,4303,6417,6417.0,de la Salle / Hochelaga,45.55415230370231,-73.54749351739883,22.18041237113402
368,171,886,1319,6418,6418.0,Paré / Mountain Sights,45.49810026070624,-73.65294188261032,7.713450292397661
369,197,1518,1978,6419,6419.0,Beaucourt / de la Côte-Ste-Catherine,45.491513,-73.633649,10.040609137055837
370,198,3641,4605,6420,6420.0,Métro Snowdon (de Westbury / Queen-Mary),45.48538473242346,-73.62814217805862,23.257575757575758
371,199,6307,7306,6421,6421.0,Cartier / Rosemont,45.54124722370603,-73.59104454517365,36.71356783919598
372,198,1824,2248,6422,6422.0,Fleury / Lajeunesse,45.55357892880519,-73.66208285093306,11.353535353535353
373,199,2792,3343,6423,6423.0,Hôpital général juif (de la Côte Ste-Catherine / Légaré),45.496302,-73.629822,16.798994974874372
374,198,5111,6389,6424,6424.0,Square Chaboillez (St-Jacques / de la Cathédrale),45.49656303562923,-73.56491714715958,32.26767676767677
375,198,5462,7057,6425,6425.0,Métro de l'Église (Ross / de l'Église),45.462846046287325,-73.56592163443565,35.64141414141414
376,199,10184,11373,6426,6426.0,Métro Verdun (Willibrord / de Verdun),45.459487694540734,-73.57209205627441,57.15075376884422
377,199,8780,10422,6427,6427.0,Métro Lasalle (de Rushbrooke / Caisse),45.47069642604657,-73.56542240828276,52.37185929648241
378,197,2248,2925,6428,6428.0,Berlioz / de l'Île des Soeurs,45.45998577640931,-73.54395568370819,14.847715736040609
379,198,4641,5803,6429,6429.0,Place du Commerce,45.46714,-73.54259,29.30808080808081
380,199,11405,13861,6432,6432.0,de Maisonneuve / Greene,45.48697062,-73.58929306,69.65326633165829
381,199,4722,5482,6433,6433.0,Hillside / Ste-Catherine,45.48282602624293,-73.59084337949753,27.547738693467338
382,199,9401,11349,6434,6434.0,Victoria / de Maisonneuve,45.47742856483265,-73.60016942024231,57.030150753768844
383,199,5543,7047,6435,6435.0,Victoria Hall,45.48129146961133,-73.6003303527832,35.41206030150754
384,197,3182,4054,6436,6436.0,Argyle / Sherbrooke,45.48580087370364,-73.5957974300254,20.578680203045685
385,192,5393,18712,6501,6501.0,Metro Jean-Drapeau (Chemin Macdonald),45.512800575819625,-73.5311159491539,97.45833333333333
386,198,1649,4476,6502,6502.0,Casino de Montréal,45.5063732,-73.52457672,22.606060606060606
387,199,8846,10168,6503,6503.0,Métro Parc  (Ogilvy / Hutchison),45.53035130173597,-73.6243924498558,51.095477386934675
388,190,1546,4190,6504,6504.0,La Ronde,45.52156536710626,-73.53533238172531,22.05263157894737
389,198,3288,3914,6700,6700.0,de la Salle / Ste-Catherine,45.54996328646854,-73.53443384170531,19.767676767676768
390,199,8753,11151,6701,6701.0,Stanley / Sherbrooke,45.50104110864491,-73.57717752456664,56.03517587939699
391,186,2238,2706,6702,6702.0,Métro Assomption (Chauveau / de l'Assomption),45.569789,-73.548081,14.548387096774194
392,196,5973,9819,6703,6703.0,Jardin Botanique (Pie-IX / Sherbrooke),45.55500446099039,-73.55535507202148,50.0969387755102
393,198,4265,4877,6704,6704.0,19e avenue / St-Zotique,45.561594,-73.585643,24.63131313131313
394,198,2553,2917,6705,6705.0,5e avenue / Bannantyne,45.456365,-73.57614,14.732323232323232
395,199,3326,3791,6706,6706.0,Beatty / de Verdun,45.450729976972944,-73.5725748538971,19.050251256281406
396,199,4070,4658,6707,6707.0,Métro Jolicoeur (Drake / de Sève),45.45608545783109,-73.58193710446358,23.407035175879397
398,199,4033,4801,6709,6709.0,Le Caron / Marc-Sauvalle ,45.461685,-73.584039,24.12562814070352
399,198,2176,2597,6710,6710.0,Chambord / Fleury,45.55982811984724,-73.65832507610321,13.116161616161616
400,196,2986,3561,6711,6711.0,Alexandra / Waverly,45.531938,-73.617842,18.168367346938776
401,196,2166,3342,6712,6712.0,LaSalle / Crawford,45.43791380065227,-73.58274042606354,17.051020408163264
402,171,1964,2367,6713,6713.0,29e avenue / St-Zotique,45.56776565172907,-73.57968807220459,13.842105263157896
403,183,712,1531,6714,6714.0,LaSalle / 90e avenue,45.417147421132526,-73.64422470331192,8.366120218579235
404,192,2906,4143,6715,6715.0,Natatorium (LaSalle / Rolland),45.44454701497536,-73.57509076595306,21.578125
405,196,1367,1656,6716,6716.0,Francis / Fleury,45.56387237463668,-73.6555677652359,8.448979591836734
406,197,1512,1884,6717,6717.0,de Kent / Victoria,45.49456403292622,-73.63870203495026,9.563451776649746
407,195,3554,4262,6718,6718.0,Grand Boulevard / Sherbrooke,45.466569,-73.623295,21.856410256410257
408,199,2947,3715,6719,6719.0,Park Row O / Sherbrooke,45.46072936353252,-73.63407254219055,18.668341708542712
409,199,4347,4837,6720,6720.0,Ontario / Viau,45.5594818,-73.535496,24.306532663316585
410,190,2417,2958,6721,6721.0,Métro Cadillac (de Cadillac / Sherbrooke),45.5769632283486,-73.54683637619019,15.56842105263158
411,199,1804,2195,6722,6722.0,du Quesne / Pierre-de-Coubertin,45.57498439946887,-73.53884875774384,11.030150753768844
412,199,2884,3407,6723,6723.0,26e avenue / Beaubien,45.564944,-73.577639,17.12060301507538
413,198,6684,10544,6724,6724.0,Léa-Roback / Sir-Georges-Etienne-Cartier,45.47166862589184,-73.582643866539,53.25252525252525
414,199,4636,5424,6725,6725.0,Métro Monk (Allard / Beaulieu),45.45085122,-73.5940272,27.256281407035175
415,194,1488,1817,6726,6726.0,Hamel / Sauvé,45.56076192837154,-73.6505614221096,9.3659793814433
416,199,11153,12952,6727,6727.0,de la Sucrerie / Centre,45.48408128505464,-73.56091797351837,65.08542713567839
417,198,2332,2762,6728,6728.0,d'Outremont / Ogilvy,45.52687028194893,-73.62672328948975,13.94949494949495
418,199,18121,22029,6729,6729.0,St-André / Ste-Catherine,45.516426545782224,-73.5581123828888,110.69849246231156
419,195,1952,2447,6730,6730.0,35e avenue / Beaubien,45.570081,-73.573047,12.548717948717949
420,196,2323,3006,6731,6731.0,28e avenue / Rosemont,45.564353,-73.571244,15.33673469387755
421,199,4686,5592,6732,6732.0,Fortune / Wellington,45.477923,-73.559038,28.100502512562816
422,199,4670,5448,6733,6733.0,Villeray / de Normanville,45.547172039327485,-73.6185210943222,27.376884422110553
423,197,7101,7979,6734,6734.0,Lajeunesse / Villeray,45.54211889,-73.6225471,40.50253807106599
424,178,1342,1665,6735,6735.0,Villeray / St-Michel,45.56105928295798,-73.6039674282074,9.353932584269662
425,193,2243,2854,6736,6736.0,Métro Henri-Bourassa (Henri-Bourassa / Millen),45.55675103297278,-73.66716161370277,14.787564766839377
426,199,2866,3483,6737,6737.0,Jacques-Casault / Christophe-Colomb,45.552123,-73.630103,17.502512562814072
427,195,10585,11940,6738,6738.0,Union / René-Lévesque,45.50235036136798,-73.56658279895781,61.23076923076923
428,197,1156,1295,6739,6739.0,Pierre-de-Coubertin / Langelier,45.580314546424674,-73.5353136062622,6.573604060913706
429,198,2323,2927,6741,6741.0,Canning / Notre-Dame,45.48631864401023,-73.5702332854271,14.782828282828282
430,197,6735,9146,6742,6742.0,St-Patrick / Briand,45.46339729163665,-73.59643578529356,46.4263959390863
431,176,3802,4510,6743,6743.0,St-Marc / Sherbrooke,45.494514,-73.583368,25.625
432,197,3277,3889,6744,6744.0,Hamilton / Jolicoeur,45.456355,-73.597557,19.741116751269036
433,198,3083,3774,6745,6745.0,de l'Épée / Jean-Talon,45.52797966680089,-73.62388283014297,19.060606060606062
434,197,2652,3217,6746,6746.0,Métro Acadie (de l'Acadie / Beaumont),45.52357479400008,-73.62344294786453,16.32994923857868
435,198,6382,7347,6747,6747.0,Waverly / St-Zotique,45.53050525974957,-73.61470833420753,37.10606060606061
436,199,10152,12307,6748,6748.0,Young / Wellington,45.49282530947313,-73.55797827243805,61.84422110552764
437,199,5525,8078,6749,6749.0,St-Jacques / St-Laurent,45.50642115207643,-73.55646550655365,40.5929648241206
438,190,7033,7793,6750,6750.0,de Mentana / Gilford,45.52872356043453,-73.58385890722275,41.01578947368421
439,151,2700,3208,6752,6752.0,Hutchison / Beaubien,45.52605851018324,-73.61296892166138,21.24503311258278
440,199,2685,3141,6753,6753.0,Centre ÉPIC (St-Zotique / 40e avenue),45.57414703721992,-73.57462137937546,15.78391959798995
441,198,2570,2995,6754,6754.0,Eadie / Dubois,45.45759682462104,-73.59052859581423,15.126262626262626
442,199,5967,7989,6901,6901.0,Gare d'autocars de Montréal (Berri / Ontario),45.51689676614314,-73.5639488697052,40.14572864321608
443,188,10372,11797,6902,6902.0,Montcalm / Ontario,45.521081043206834,-73.56227517127991,62.75
444,199,14514,17512,6903,6903.0,St-Dominique / Napoléon,45.51666442219882,-73.57722043991089,88.0
445,198,6051,6747,6904,6904.0,Fabre / Beaubien,45.5420595590383,-73.59787344932556,34.07575757575758
446,199,5690,6718,6905,6905.0,Parc Rosemont (Dandurand / d'Iberville),45.544377,-73.581018,33.75879396984924
447,199,20130,22746,6906,6906.0,Métro Rosemont (de St-Vallier / Rosemont),45.5319548635849,-73.59816044569016,114.30150753768844
448,197,13982,16508,6907,6907.0,Boyer / Rosemont,45.534136,-73.595478,83.79695431472081
449,199,8669,10135,6908,6908.0,de Bellechasse / de St-Vallier,45.53341043363302,-73.60112428665161,50.92964824120603
450,169,13959,16127,6910,6910.0,Boyer / Beaubien,45.537041,-73.602026,95.42603550295858
451,199,21752,24409,6912,6912.0,Métro Beaubien (de Chateaubriand / Beaubien),45.5353599615622,-73.60363483428955,122.65829145728644
452,199,7807,9167,6913,6913.0,Drolet / Beaubien,45.533348,-73.605834,46.06532663316583
453,199,12736,14972,6915,6915.0,Alma / Beaubien,45.53243586450861,-73.60665500164032,75.23618090452261
454,198,4895,5769,6916,6916.0,Parc du Pélican (2e avenue / St-Joseph),45.544513,-73.571564,29.136363636363637
455,199,2534,2861,6917,6917.0,Basile-Routhier / Chabanel,45.54986843142164,-73.64765658974648,14.376884422110553
456,199,4468,5105,6918,6918.0,Garnier / des Carrières,45.53755266430292,-73.58993947505951,25.65326633165829
457,199,4138,4759,6919,6919.0,Bibliothèque de Rosemont (9e avenue / Rosemont),45.55201648333515,-73.58185529708862,23.91457286432161
458,199,9653,11261,6921,6921.0,Augustin-Cantin / Shearer,45.48401829,-73.5634366,56.58793969849246
459,199,6545,7240,6923,6923.0,Marquette / Jean-Talon,45.54740777921938,-73.60766887664795,36.381909547738694
460,198,3443,3914,6924,6924.0,de Bordeaux / Jean-Talon,45.54975479298636,-73.60556602478027,19.767676767676768
461,199,5593,6333,6925,6925.0,des Écores / Jean-Talon,45.55236372328009,-73.60286772251129,31.824120603015075
462,199,9175,10610,6926,6926.0,Marie-Anne / St-Hubert,45.5246829812827,-73.5788968205452,53.31658291457286
463,199,8873,11148,6927,6927.0,Édouard-Montpetit / de Stirling,45.50723,-73.615085,56.02010050251256
464,198,5885,6896,6928,6928.0,Jean-Brillant / McKenna,45.49876714523858,-73.61886978149414,34.82828282828283
465,199,5425,6135,6929,6929.0,St-André / St-Grégoire,45.53147464147482,-73.59242051839828,30.829145728643216
466,198,2978,3526,6930,6930.0,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,17.80808080808081
467,199,4669,5791,7001,7001.0,Ball / Querbes,45.531177514650885,-73.6321359872818,29.100502512562816
468,196,1824,2199,7002,7002.0,Meunier / Fleury,45.54485857398681,-73.66681426763535,11.21938775510204
469,191,13634,17170,7003,7003.0,Métro Guy-Concordia (Guy / St-Catherine),45.49498148219463,-73.57773274183273,89.89528795811518
470,199,2598,2965,7004,7004.0,Émile-Journault / de Chateaubriand,45.54983321292286,-73.64063255488873,14.899497487437186
471,196,1079,1297,7005,7005.0,Marquette / Fleury,45.56735205736566,-73.65378744900227,6.61734693877551
472,197,2388,2756,7006,7006.0,Clark / Fleury,45.54764847825576,-73.6655656993389,13.98984771573604
473,187,1169,1779,7007,7007.0,Kirkfield / de Chambois,45.51293324107222,-73.63389015197754,9.51336898395722
474,199,3449,3924,7008,7008.0,Rousselot / Jarry,45.55076907833167,-73.62091094255447,19.718592964824122
475,199,9094,11617,7009,7009.0,Place Émilie-Gamelin (de Maisonneuve / Berri),45.51569016499682,-73.56096625328064,58.37688442211055
476,194,2214,2807,7010,7010.0,Coolbrook / Queen-Mary,45.48285235405571,-73.63034427165985,14.469072164948454
477,199,10315,12209,7011,7011.0,Panet / de Maisonneuve,45.52057363501344,-73.55614364147186,61.35175879396985
478,199,5117,6424,7012,7012.0,St-Hubert / René-Lévesque,45.51433537033962,-73.55646349489689,32.28140703517588
479,198,3321,3936,7013,7013.0,Benny / Sherbrooke,45.4648769981855,-73.62659722566605,19.87878787878788
480,199,9060,11443,7014,7014.0,Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),45.50427796704115,-73.61797660589218,57.50251256281407
481,195,2324,4480,7015,7015.0,Parc des Rapides (LaSalle / 6e avenue),45.42947143740888,-73.59309915918857,22.974358974358974
482,199,1676,1970,7016,7016.0,Métro Langelier (Langelier / Sherbrooke),45.58284663189181,-73.54247644543648,9.899497487437186
483,198,4114,4870,7017,7017.0,Bennett / Ste-Catherine,45.55305326642512,-73.53242754936218,24.595959595959595
484,199,4105,4952,7018,7018.0,Valois / Ste-Catherine,45.54522973039872,-73.53725016117096,24.884422110552762
485,198,13005,14083,7019,7019.0,Casgrain / St-Viateur,45.52751292628879,-73.59879076480864,71.12626262626263
486,198,3554,4002,7020,7020.0,St-Germain / Hochelaga,45.5436987529516,-73.55367332696915,20.21212121212121
487,199,6153,7096,7021,7021.0,Dollard / Van Horne,45.51915286772737,-73.61646920442581,35.65829145728643
488,199,5450,6707,7022,7022.0,Durocher / Bernard,45.52222528598142,-73.60668718814848,33.7035175879397
489,189,733,861,7023,7023.0,CHSLD St-Michel (Jarry / 8e avenue),45.56169026904608,-73.61051201820374,4.555555555555555
490,199,6963,8154,7024,7024.0,Berri / St-Joseph,45.52723106564012,-73.58672618865965,40.97487437185929
491,198,6477,7831,7025,7025.0,St-Dominique / Bernard,45.52793332015246,-73.60122251338906,39.55050505050505
492,179,8573,9360,7026,7026.0,Maguire / Henri-Julien,45.527041096087785,-73.59347056655677,52.29050279329609
493,199,6814,7637,7027,7027.0,Terrasse Guindon / Fullum,45.537114135456825,-73.56913894414902,38.37688442211055
