,day,emplacement_pk_start,index,pk,name,latitude,longitude,trip_per_day_2022
293,202,8706,452,452.0,Fortune / Wellington,45.477923,-73.559038,43.0990099009901
294,202,16483,453,453.0,Métro Charlevoix (Centre / Charlevoix),45.478228,-73.569651,81.5990099009901
295,202,9950,455,455.0,Bourgeoys / Favard,45.47993,-73.555921,49.257425742574256
296,201,9376,456,456.0,Ropery / Augustin-Cantin,45.480914,-73.56846,46.646766169154226
297,201,14710,459,459.0,Duvernay / Charlevoix,45.482098,-73.574876,73.18407960199005
298,202,7188,461,461.0,Shearer / Centre,45.483006,-73.562187,35.584158415841586
299,202,6287,462,462.0,Charlevoix / Lionel-Groulx,45.483928,-73.577312,31.123762376237625
300,202,11187,463,463.0,Augustin-Cantin / Shearer,45.484018,-73.563437,55.381188118811885
301,154,10651,464,464.0,Richardson / de Montmorency,45.48498,-73.560333,69.16233766233766
302,202,6615,465,465.0,Georges-Vanier / Notre-Dame,45.485048,-73.571963,32.74752475247525
303,201,5611,466,466.0,Quesnel / Vinet,45.485889,-73.577514,27.915422885572138
304,172,12471,467,467.0,Guy / Notre-Dame,45.490042,-73.567111,72.50581395348837
305,202,22531,468,468.0,Young / Wellington,45.492825,-73.557978,111.53960396039604
306,202,37680,469,469.0,de la Commune / St-Sulpice,45.504242,-73.55347,186.53465346534654
307,202,43377,470,470.0,de la Commune / Place Jacques-Cartier,45.50761,-73.551836,214.73762376237624
308,202,29110,471,471.0,de la Commune / Berri,45.51086,-73.54983,144.1089108910891
309,202,25960,472,472.0,Rachel / de Brébeuf,45.52689,-73.57264,128.5148514851485
310,202,6318,474,474.0,Métro Acadie (de l'Acadie / Beaumont),45.523575,-73.623443,31.277227722772277
311,200,2397,477,477.0,Métro de la Savane (de Sorel / Bougainville),45.500451,-73.661428,11.985
312,202,7413,478,478.0,Dollard / Bernard,45.516783,-73.611423,36.698019801980195
313,202,11477,479,479.0,Casgrain / Maguire,45.525933,-73.595253,56.81683168316832
314,202,7896,480,480.0,Jeanne-Mance / Beaubien,45.52765,-73.6123,39.08910891089109
315,196,1313,481,481.0,Alfred Laliberté / de Poutrincourt,45.53308,-73.694597,6.698979591836735
316,202,7302,482,482.0,Chabanel / du Parc,45.538308,-73.654884,36.148514851485146
317,201,3484,483,483.0,Gare Bois-de-Boulogne,45.539726,-73.677165,17.333333333333332
318,201,2068,484,484.0,Laforest / Dudemaine,45.539806,-73.687266,10.288557213930348
319,202,4232,485,485.0,Chabanel / de l'Esplanade,45.540686,-73.653376,20.95049504950495
320,198,3650,486,486.0,Papineau / Émile-Journault,45.559884,-73.633568,18.434343434343436
321,201,4860,487,487.0,16e avenue / Jean-Talon,45.56244,-73.595333,24.17910447761194
322,201,6797,488,488.0,Rosemont / Viau,45.56833,-73.566663,33.81592039800995
323,201,3663,489,489.0,de St-Firmin / Fleury,45.570657,-73.651842,18.223880597014926
324,201,3297,490,490.0,41e avenue / Rosemont,45.57179,-73.564315,16.402985074626866
325,201,1901,492,492.0,de Lisieux / Jean-Talon,45.579349,-73.581681,9.457711442786069
326,183,644,496,496.0,des Récollets / Martial,45.590892,-73.640617,3.519125683060109
327,202,2271,499,499.0,Liébert / Hochelaga,45.595875,-73.523528,11.242574257425742
328,200,3231,501,501.0,Bélanger / des Galeries d'Anjou,45.597221,-73.56279,16.155
329,202,9962,502,502.0,William / Robert-Bourassa,45.497165,-73.55933,49.31683168316832
330,199,3481,504,504.0,Gagne / LaSalle,45.422451,-73.601194,17.492462311557787
331,172,682,505,505.0,Parc Highlands (Highlands / LaSalle),45.426124,-73.657416,3.9651162790697674
332,200,3164,507,507.0,Newman / Senkus,45.444043,-73.613752,15.82
333,202,6082,508,508.0,LaSalle / Godin,45.446934,-73.572199,30.10891089108911
334,202,4214,509,509.0,Elgar / de l'Île-des-Sœurs,45.456823,-73.546804,20.861386138613863
335,105,5768,510,510.0,Hickson / Wellington,45.464892,-73.566998,54.93333333333333
336,201,4859,511,511.0,Grand Boulevard / de Terrebonne,45.470544,-73.63168,24.17412935323383
337,202,11501,512,512.0,Turgeon / Notre-Dame,45.478888,-73.581989,56.93564356435643
338,202,5689,513,513.0,St-Jacques / des Seigneurs,45.489186,-73.5719,28.163366336633665
339,202,29607,514,514.0,des Bassins / du Séminaire,45.490452,-73.560172,146.56930693069307
340,165,5671,515,515.0,Parc Plage,45.502828,-73.527793,34.36969696969697
341,69,1011,516,516.0,Lusignan / St-Jacques,45.492222,-73.569348,14.652173913043478
342,194,1448,517,517.0,Bibliothèque du Boisé (Thimens / Todd),45.504635,-73.704432,7.463917525773196
343,72,445,519,519.0,Beaudet / Marcel-Laurin,45.506843,-73.681757,6.180555555555555
344,202,2467,520,520.0,Métro du Collège (Cartier / Décarie),45.508439,-73.672965,12.212871287128714
345,197,1914,521,521.0,Thimens / Alexis-Nihon,45.508978,-73.698564,9.715736040609137
346,87,1110,522,522.0,de l'Eglise / St-Germain,45.512559,-73.677011,12.758620689655173
347,188,764,523,523.0,Ste-Croix / Tassé,45.519492,-73.685104,4.0638297872340425
348,198,1974,524,524.0,O'Brien / Poirier,45.52246,-73.691564,9.969696969696969
349,199,5264,525,525.0,Casino de Montréal,45.506373,-73.524577,26.452261306532662
350,197,5148,526,526.0,Quai de la navette fluviale,45.513741,-73.538382,26.131979695431472
351,202,4689,527,527.0,Métro Longueuil - Université de Sherbrooke,45.523319,-73.520127,23.212871287128714
352,182,856,528,528.0,Place Longueuil,45.52841,-73.517166,4.7032967032967035
353,185,729,529,529.0,St-Charles / Montarville,45.533682,-73.515261,3.9405405405405407
354,197,1446,530,530.0,Collège Édouard-Montpetit (de Gentilly / de Normandie),45.537226,-73.495067,7.340101522842639
355,193,970,531,531.0,St-Charles / Grant,45.539824,-73.508752,5.025906735751295
356,202,25933,532,532.0,Marché Atwater,45.480208,-73.577599,128.38118811881188
357,202,9671,533,533.0,Atwater / Greene,45.480495,-73.577827,47.87623762376238
358,200,6536,535,535.0,Leman / de Chateaubriand,45.547218,-73.631103,32.68
359,202,22928,537,537.0,Villeneuve / St-Laurent,45.521342,-73.589419,113.5049504950495
360,202,12328,538,538.0,Dollard / Van Horne,45.519153,-73.616469,61.02970297029703
362,201,3644,542,542.0,Parc Joyce (Rockland / Lajoie),45.515617,-73.614991,18.129353233830845
363,201,4115,543,543.0,Davaar / de la Côte-Ste-Catherine,45.514379,-73.610871,20.4726368159204
364,202,20009,544,544.0,Bloomfield / Bernard,45.520688,-73.608428,99.05445544554455
365,202,10362,546,546.0,Bloomfield / Van Horne,45.522586,-73.612658,51.2970297029703
366,202,14144,547,547.0,Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),45.510086,-73.611429,70.01980198019803
367,202,8000,548,548.0,Waverly / St-Zotique,45.530505,-73.614708,39.603960396039604
368,202,8961,549,549.0,du Mont-Royal / Augustin-Frigon,45.543763,-73.56772,44.36138613861386
369,202,14107,550,550.0,Drolet / Beaubien,45.533348,-73.605834,69.83663366336634
370,202,29046,551,551.0,Métro Beaubien (de Chateaubriand / Beaubien),45.53536,-73.603635,143.79207920792078
371,202,13588,552,552.0,de Bellechasse / de St-Vallier,45.53341,-73.601124,67.26732673267327
372,202,25148,553,553.0,Boyer / Beaubien,45.537041,-73.602026,124.4950495049505
373,202,6146,555,555.0,Centre ÉPIC (St-Zotique / 40e avenue),45.574147,-73.574621,30.425742574257427
374,202,11583,556,556.0,Chabot / Beaubien,45.544376,-73.595645,57.34158415841584
375,202,10116,557,557.0,Louis-Hébert / de Bellechasse,45.546661,-73.588684,50.07920792079208
376,202,11487,558,558.0,Molson / Beaubien,45.549686,-73.591155,56.866336633663366
377,202,10655,559,559.0,Beaubien / 8e avenue,45.553457,-73.587842,52.74752475247525
378,132,4920,560,560.0,16e avenue / Beaubien,45.558281,-73.583159,37.27272727272727
379,202,5478,561,561.0,29e avenue / St-Zotique,45.567766,-73.579688,27.11881188118812
380,202,11781,562,562.0,de la Roche /  de Bellechasse,45.537159,-73.597476,58.32178217821782
381,202,10466,563,563.0,Chabot / de Bellechasse,45.54257,-73.592144,51.81188118811881
382,202,13550,564,564.0,Louis-Hébert / Beaubien,45.548186,-73.59201,67.07920792079207
383,202,7853,565,565.0,Alexandra / Jean-Talon,45.532331,-73.620187,38.87623762376238
384,202,19433,566,566.0,Marché Jean-Talon (Henri-Julien / Jean-Talon),45.536785,-73.614888,96.20297029702971
385,202,20179,567,567.0,Bélanger / St-Denis,45.53696,-73.61199,99.89603960396039
386,202,12012,568,568.0,de la Roche / Bélanger,45.54167,-73.607604,59.46534653465346
387,202,15014,569,569.0,Boyer / Bélanger,45.54006,-73.60897,74.32673267326733
388,202,10882,570,570.0,de Lanaudière / Bélanger,45.543651,-73.60565,53.87128712871287
389,202,7819,571,571.0,Cartier / Bélanger,45.546797,-73.602664,38.70792079207921
390,201,5369,572,572.0,des Érables / Bélanger,45.549121,-73.600874,26.71144278606965
391,202,18886,573,573.0,Parc Père-Marquette (Chambord / Rosemont),45.537088,-73.593219,93.4950495049505
392,202,13113,574,574.0,Boyer / Jean-Talon,45.541586,-73.612481,64.91584158415841
393,202,9427,575,575.0,Louis-Hémon / Rosemont,45.544599,-73.588223,46.66831683168317
394,202,9356,576,576.0,1ère avenue / Rosemont,45.5478,-73.584867,46.31683168316832
395,202,6865,577,577.0,5e avenue / Rosemont,45.5499,-73.583084,33.98514851485149
396,202,9624,578,578.0,Marquette / des Carrières,45.538799,-73.5887,47.64356435643565
397,202,10698,580,580.0,Cartier / Dandurand,45.539236,-73.585946,52.960396039603964
398,194,4532,581,581.0,de Gaspé / Marmier,45.529686,-73.601728,23.36082474226804
399,202,10118,582,582.0,Fabre / St-Zotique,45.543452,-73.60101,50.08910891089109
400,202,8166,583,583.0,de Bordeaux / St-Zotique,45.546539,-73.598665,40.42574257425743
401,202,27667,584,584.0,Marmier / St-Denis,45.530871,-73.598345,136.96534653465346
402,202,5676,585,585.0,Louis-Hébert / St-Zotique,45.55001,-73.59576,28.099009900990097
403,202,8240,586,586.0,Fabre / Beaubien,45.54206,-73.597873,40.79207920792079
404,188,10875,587,587.0,St-Zotique / Clark,45.531401,-73.612674,57.84574468085106
405,202,8802,588,588.0,Parc du Pélican (2e avenue / St-Joseph),45.544513,-73.571564,43.57425742574257
406,202,23268,589,589.0,St-Dominique / St-Zotique,45.532265,-73.611063,115.18811881188118
407,198,7912,590,590.0,de Gaspé / Dante,45.534298,-73.612172,39.95959595959596
408,151,7757,591,591.0,Mozart / St-Laurent,45.53318,-73.61544,51.370860927152314
409,202,19101,592,592.0,Boyer / St-Zotique,45.53848,-73.60556,94.55940594059406
410,202,9687,593,593.0,de St-Vallier / St-Zotique,45.536261,-73.607546,47.95544554455446
411,202,10407,594,594.0,Drolet / St-Zotique,45.534882,-73.609412,51.51980198019802
412,202,6351,597,597.0,12e avenue / St-Zotique,45.556867,-73.589307,31.440594059405942
413,202,5847,598,598.0,1ère  avenue / St-Zotique,45.551937,-73.593928,28.945544554455445
414,201,20621,600,600.0,Jardin Botanique (Pie-IX / Sherbrooke),45.554947,-73.555295,102.59203980099502
415,155,7141,601,601.0,18e avenue / Rosemont,45.557896,-73.576529,46.07096774193548
416,202,5950,602,602.0,Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),45.575707,-73.561562,29.455445544554454
417,201,5146,604,604.0,35e avenue / Beaubien,45.570081,-73.573047,25.601990049751244
418,202,8725,606,606.0,de Chambly / Rachel,45.549911,-73.558263,43.193069306930695
419,202,23136,607,607.0,10e avenue / Masson,45.550306,-73.573353,114.53465346534654
420,202,10758,608,608.0,d'Orléans / Masson,45.557192,-73.569847,53.257425742574256
421,202,12377,611,611.0,15e avenue / Masson,45.553898,-73.571387,61.272277227722775
422,190,6603,613,613.0,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),45.551584,-73.561916,34.752631578947366
423,202,10198,614,614.0,Omer-Lavallée / du Midway,45.545776,-73.562175,50.48514851485149
424,202,8441,615,615.0,Bourbonnière / du Mont-Royal,45.553571,-73.560494,41.78712871287129
425,202,9028,616,616.0,Cartier / Rosemont,45.541247,-73.591044,44.693069306930695
426,202,11221,619,619.0,St-Urbain / Beaubien,45.52951,-73.61068,55.54950495049505
427,200,5432,620,620.0,Ernest-Gendreau / du Mont-Royal,45.549714,-73.563848,27.16
428,104,8106,622,622.0,Place Émilie-Gamelin,45.515901,-73.559948,77.9423076923077
429,104,8106,622,622.0,Place Émilie-Gamelin (St-Hubert / de Maisonneuve),45.515901,-73.559948,77.9423076923077
430,202,13622,623,623.0,de Maisonneuve / Mansfield (nord),45.502311,-73.5733635,67.43564356435644
431,199,12258,624,624.0,St-Jacques / McGill,45.501441,-73.560144,61.597989949748744
432,202,18493,625,625.0,St-Urbain / René-Lévesque,45.507838,-73.563136,91.54950495049505
433,202,17694,626,626.0,de Maisonneuve / Mansfield (sud),45.502145,-73.573427,87.5940594059406
434,202,11477,627,627.0,Durocher / Bernard,45.522225,-73.606687,56.81683168316832
435,188,4414,628,628.0,La Ronde,45.521565,-73.535332,23.47872340425532
436,194,15112,629,629.0,Aylmer / Sherbrooke,45.506587,-73.573299,77.89690721649484
437,200,12125,630,630.0,Querbes / Laurier,45.51754,-73.597832,60.625
438,202,5903,631,631.0,26e avenue / Beaubien,45.564944,-73.577639,29.222772277227723
439,193,4087,633,633.0,Jogues / Allard,45.45002,-73.600306,21.17616580310881
440,202,19280,634,634.0,Mackay / Ste-Catherine,45.495709,-73.576952,95.44554455445545
441,202,8360,635,635.0,19e avenue / St-Zotique,45.561594,-73.585643,41.386138613861384
442,202,16982,636,636.0,de Maisonneuve / Greene,45.486971,-73.589293,84.06930693069307
443,202,6900,637,637.0,Hillside / Ste-Catherine,45.482826,-73.590843,34.15841584158416
444,202,12181,638,638.0,Victoria / de Maisonneuve,45.477429,-73.600169,60.301980198019805
445,202,7876,639,639.0,Victoria Hall,45.481291,-73.60033,38.99009900990099
446,200,3466,641,641.0,2e avenue / Jean-Rivard,45.562509,-73.61656,17.33
447,202,11084,642,642.0,Henri-Julien / de Castelnau,45.537891,-73.618215,54.87128712871287
448,202,5386,645,645.0,Louis-Hébert / Bélanger,45.551585,-73.599165,26.663366336633665
449,202,20551,646,646.0,Gary-Carter / St-Laurent,45.5359,-73.622443,101.73762376237623
450,202,6699,647,647.0,St-Dominique / Gounod,45.538738,-73.628022,33.163366336633665
451,202,5133,648,648.0,Guizot / St-Laurent,45.539663,-73.634475,25.41089108910891
452,202,7677,650,650.0,Drolet / Gounod,45.540951,-73.626375,38.004950495049506
453,202,6500,651,651.0,de Gaspé / Jarry,45.54078,-73.630401,32.17821782178218
454,202,7137,652,652.0,Guizot / St-Denis,45.543424,-73.632462,35.33168316831683
455,202,7024,653,653.0,de Gaspé / de Liège,45.542485,-73.636342,34.772277227722775
456,202,8958,654,654.0,du Rosaire / St-Hubert,45.544819,-73.62151,44.34653465346535
457,201,6330,656,656.0,de Chateaubriand / Jarry,45.545955,-73.626992,31.492537313432837
458,202,5346,657,657.0,de la Roche / Everett,45.544867,-73.614841,26.465346534653467
459,202,7553,658,658.0,Marquette / Villeray,45.550684,-73.615293,37.39108910891089
460,202,11761,659,659.0,St-Dominique / Jean-Talon,45.535248,-73.617564,58.222772277227726
461,36,606,660,660.0,Louis-Hémon / Villeray,45.554961,-73.610737,16.833333333333332
462,202,7347,661,661.0,Métro St-Michel (Shaughnessy / St-Michel),45.559199,-73.599658,36.37128712871287
463,200,6156,663,663.0,d'Outremont / Ogilvy,45.52687,-73.626723,30.78
464,202,8773,664,664.0,de Normanville / Villeray,45.54717,-73.618041,43.43069306930693
465,202,12976,665,665.0,Lajeunesse / Villeray,45.542119,-73.622547,64.23762376237623
466,105,1945,666,666.0,Villeray / St-Michel,45.561059,-73.603967,18.523809523809526
467,202,7064,669,669.0,de Bordeaux / Jean-Talon,45.549755,-73.605566,34.97029702970297
468,202,6996,674,674.0,Drolet / Jarry,45.541955,-73.629942,34.633663366336634
469,194,6577,675,675.0,Clark / de Liège,45.539984,-73.638135,33.902061855670105
470,202,23468,676,676.0,Boyer / Rosemont,45.534136,-73.595478,116.17821782178218
471,202,20770,677,677.0,Bernard / St-Urbain,45.526267,-73.603191,102.82178217821782
472,70,541,678,678.0,CIUSSS (du Trianon / Pierre-de-Coubertin),45.587531,-73.531907,7.728571428571429
473,201,2997,680,680.0,Hôpital Santa Cabrini (St-Zotique / Jeanne-Jugan),45.579325,-73.570504,14.91044776119403
474,58,4446,681,681.0,St-Denis / René-Lévesque,45.512871,-73.558466,76.65517241379311
475,202,16471,684,684.0,Jeanne-Mance / René-Lévesque,45.506371,-73.564201,81.53960396039604
476,99,3435,686,686.0,Desjardins / Ontario,45.551192,-73.540873,34.696969696969695
477,200,9510,687,687.0,Metcalfe / du Square-Dorchester,45.500208,-73.571138,47.55
478,112,7668,688,688.0,Métro Viau (Pierre-de-Coubertin / Viau),45.561783,-73.546611,68.46428571428571
479,76,3831,689,689.0,de Mentana / Gilford,45.528724,-73.583859,50.4078947368421
480,196,6283,690,690.0,St-Maurice / Robert-Bourassa,45.498578,-73.560242,32.05612244897959
481,200,5140,691,691.0,Métro Honoré-Beaugrand (Sherbrooke / Honoré-Beaugrand),45.596797,-73.535179,25.7
482,201,4635,692,692.0,Paré / Mountain Sights,45.4981,-73.652942,23.059701492537314
483,202,4160,693,693.0,Métro Radisson (Sherbrooke / des Groseilliers),45.589175,-73.539656,20.594059405940595
484,202,4410,694,694.0,Graham / Brookfield,45.520222,-73.629856,21.831683168316832
485,202,7414,696,696.0,Hutchison / Beaubien,45.526058,-73.612969,36.7029702970297
486,193,749,699,699.0,St-Jean-Baptiste / René-Lévesque,45.641557,-73.500375,3.8808290155440415
487,166,604,701,701.0,du Tricentenaire / Prince-Albert,45.649546,-73.491916,3.63855421686747
488,202,7486,702,702.0,de Maisonneuve / Aylmer (est),45.505386,-73.570432,37.05940594059406
489,150,417,703,703.0,du Souvenir / Chomedey,45.551886,-73.74444,2.78
490,198,1664,704,704.0,Métro Montmorency,45.558109,-73.719598,8.404040404040405
491,188,770,705,705.0,Parc St-Claude (7e avenue / 8e rue),45.562668,-73.692362,4.095744680851064
492,196,1992,706,706.0,Métro Cartier,45.56003,-73.681336,10.16326530612245
493,202,20774,749,749.0,Atateken / du Square Amherst,45.5206338,-73.563906,102.84158415841584
494,202,29745,750,750.0,Métro Sherbrooke (de Rigaud / St-Denis),45.5179989,-73.5681841,147.25247524752476
495,159,5494,751,751.0,Bourget / St-Jacques,45.4808458,-73.5838616,34.55345911949686
496,202,12421,752,752.0,Métro Bonaventure (de la Gauchetière / de la Cathédrale),45.4983122,-73.567256,61.49009900990099
497,202,16919,753,753.0,Mansfield / Ste-Catherine,45.5013987,-73.5717863,83.75742574257426
498,202,26897,756,756.0,Notre-Dame / Jean-d'Estrées,45.4942598,-73.5638181,133.15346534653466
499,202,15754,757,757.0,de Gaspé / Beaubien,45.5319579,-73.607001,77.99009900990099
500,200,11851,759,759.0,Ann / Wellington,45.4945271,-73.5567525,59.255
501,202,18310,760,760.0,St-Dominique / de Bellechasse,45.5295036,-73.6048646,90.64356435643565
502,202,21729,761,761.0,St-Dominique / du Mont-Royal,45.5205595,-73.5858203,107.56930693069307
503,202,22763,762,762.0,St-Dominique / Napoléon,45.5166644,-73.5772204,112.68811881188118
504,202,14111,763,763.0,Métro Jean-Talon (Berri / Jean-Talon),45.5390004,-73.614251,69.85643564356435
505,202,39977,764,764.0,St-Dominique / Laurier,45.5236149,-73.5924574,197.90594059405942
506,202,11245,765,765.0,Faillon / St-Denis,45.5398641,-73.6203128,55.66831683168317
507,202,9724,767,767.0,de Gaspé / Villeray,45.5388872,-73.623907,48.13861386138614
508,83,2793,769,769.0,Grand Trunk / d'Hibernia,45.47968,-73.56385,33.65060240963855
509,118,4412,770,770.0,Rivier / Davidson,45.5461147,-73.5570931,37.389830508474574
510,202,15828,771,771.0,Métro Parc  (Hutchison / Ogilvy),45.5303513,-73.6243924,78.35643564356435
511,202,3884,774,774.0,Parc St-Henri (Laporte / Guay),45.4801338,-73.5859081,19.22772277227723
512,202,6107,775,775.0,St-Hubert / St-Joseph,45.5280879,-73.5858625,30.23267326732673
513,201,5526,776,776.0,de la Côte St-Antoine / Argyle,45.486241,-73.5957277,27.492537313432837
514,201,6079,778,778.0,Métro Jolicoeur (de Sève / Drake),45.4560855,-73.5819371,30.243781094527364
515,202,13700,779,779.0,de Bleury / de Maisonneuve,45.5070965,-73.5684416,67.82178217821782
516,199,2215,780,780.0,LaSalle / 80e avenue,45.4157687,-73.6379242,11.130653266331658
517,202,5127,781,781.0,Kirkfield / de Chambois,45.5129332,-73.6338902,25.38118811881188
518,202,11467,784,784.0,de la Côte St-Paul / St-Ambroise,45.4676657,-73.5939178,56.76732673267327
519,201,2250,785,785.0,des Jockeys / Décarie,45.4940443,-73.6544949,11.194029850746269
520,201,3103,786,786.0,LaSalle / 37e avenue,45.4163102,-73.6129159,15.437810945273633
521,201,7096,788,788.0,Bennett / Pierre-de-Coubertin,45.5581597,-73.5484001,35.30348258706468
522,202,10867,790,790.0,Métro de Castelnau (de Castelnau / St-Laurent),45.5357088,-73.6196235,53.7970297029703
523,202,4400,834,834.0,Graham / Wicksteed,45.5169365,-73.640483,21.782178217821784
524,202,12281,835,835.0,Melville / de Maisonneuve,45.4818402,-73.595379,60.7970297029703
525,202,12853,837,837.0,de Maisonneuve / Aylmer (ouest),45.505063,-73.5706812,63.62871287128713
526,202,22965,838,838.0,Drolet / Marie-Anne,45.5224026,-73.5811767,113.68811881188118
527,201,6007,841,841.0,de Laprairie / Centre,45.4813667,-73.5643189,29.885572139303484
528,201,4416,842,842.0,Graham / Kindersley,45.51405,-73.6472556,21.970149253731343
529,201,2543,843,843.0,Glengarry / Graham,45.50919,-73.6603206,12.651741293532337
530,202,13495,845,845.0,Garnier / St-Grégoire,45.5358344,-73.5870212,66.8069306930693
531,201,5383,846,846.0,Chabot / Villeray,45.5522894,-73.6130065,26.781094527363184
532,34,1922,852,852.0,Eleanor / Ottawa,45.4924627,-73.5607839,56.529411764705884
533,169,18621,855,855.0,Clark / Ontario,45.5106246,-73.5669033,110.18343195266272
534,201,22326,856,856.0,Smith / Peel,-1.0,-1.0,111.07462686567165
535,202,7326,858,858.0,Henri-Julien / de Bellechasse,45.5295036,-73.6048646,36.26732673267327
536,201,8119,859,859.0,Campus MIL (Outremont / Thérèse-Lavoie Roux),45.5231722,-73.6180971,40.39303482587065
537,200,31167,860,860.0,Parc Jean-Drapeau (Chemin Macdonald),45.5128006,-73.5311159,155.835
538,61,288,862,862.0,St-Charles / St-Sylvestre,45.5363438,-73.5127777,4.721311475409836
539,202,8337,864,864.0,Métro Villa-Maria (de Monkland / Décarie),45.4789684,-73.6195993,41.272277227722775
540,202,31572,865,865.0,Jeanne-Mance / Laurier,45.5201249,-73.5952138,156.2970297029703
541,199,3273,866,866.0,des Ormeaux / Notre-Dame,45.5992655,-73.5122607,16.44723618090452
542,97,3883,868,868.0,10e avenue / Holt,45.5519116,-73.5792112,40.03092783505155
543,202,8185,869,869.0,Christophe-Colomb / St-Joseph,45.5303649,-73.5843927,40.51980198019802
545,202,7877,876,876.0,Plessis / Logan,45.5217675,-73.5571025,38.995049504950494
547,148,7514,880,880.0,des Soeurs-Grises / Marguerite-d'Youville,45.4987648,-73.5544766,50.770270270270274
548,202,8401,884,884.0,de Castelnau / Lajeunesse,45.5403962,-73.6168179,41.58910891089109
549,195,9242,886,886.0,Fullum / Holt,45.5439195,-73.5842489,47.3948717948718
550,202,7742,887,887.0,3e avenue / Holt,45.5480035,-73.5813899,38.32673267326733
551,201,4948,888,888.0,Mozart / Waverly,45.5315651,-73.6169464,24.616915422885572
552,202,17429,890,890.0,Boucher / St-Denis,45.5278492,-73.5918613,86.28217821782178
553,202,19364,891,891.0,5e avenue / Masson,45.5475583,-73.5754719,95.86138613861387
554,202,7419,892,892.0,des Érables / Dandurand,45.5413694,-73.583974,36.727722772277225
555,201,5296,895,895.0,Bloomfield / Jean-Talon,45.5274603,-73.6241752,26.34825870646766
556,202,7961,898,898.0,Louis-Hémon / Jean-Talon,45.5517743,-73.6034784,39.41089108910891
557,201,3042,901,901.0,Notre-Dame-de-Grâce / Westmount,45.4804701,-73.6112161,15.134328358208956
558,202,3685,903,903.0,Sherbrooke / Vignal,45.4898298,-73.5896777,18.242574257425744
559,202,8659,906,906.0,Parc Ludger-Duvernay (St-André / St-Hubert),45.5314746,-73.5924205,42.866336633663366
560,201,7006,908,908.0,Lajeunesse / de Liège,45.5455805,-73.6349,34.85572139303483
562,202,14341,910,910.0,Fullum / Marie-Anne,45.5365054,-73.5680392,70.9950495049505
563,201,7982,911,911.0,Rose-de-Lima / Workman,45.4802642,-73.5809936,39.711442786069654
564,194,8434,912,912.0,Grey / Sherbrooke,45.4763443,-73.6062594,43.47422680412371
565,201,5240,913,913.0,Parc Benny (Benny / de Monkland),45.4669357,-73.6315311,26.069651741293534
566,202,6274,914,914.0,Earnscliffe / Queen-Mary,45.4818451,-73.6303738,31.059405940594058
567,202,3633,915,915.0,McLynn / Plamondon,45.4891131,-73.6470129,17.985148514851485
568,202,8188,916,916.0,St-Cyril / Wiseman,45.5208548,-73.6157396,40.53465346534654
569,201,9034,917,917.0,Boyer / Everett,45.5432845,-73.6162861,44.9452736318408
570,192,21052,918,918.0,Crescent / René-Lévesque,45.4959617,-73.5732535,109.64583333333333
571,202,11947,919,919.0,des Récollets / McGill,45.5008765,-73.5590056,59.14356435643565
572,202,11676,921,921.0,Fullum / de Rouen,45.5321322,-73.5587601,57.801980198019805
573,151,449,922,922.0,Aréna Rodrigue-Gilbert (du Tricentenaire / de Montigny),45.6514058,-73.5004127,2.9735099337748343
574,181,9319,923,923.0,Fullum / Ontario,45.5303174,-73.5548669,51.48618784530387
575,202,8152,925,925.0,la Fontaine / Alexandre-de-Sève,45.5233037,-73.5579997,40.35643564356435
576,161,459,926,926.0,Cégep Marie-Victorin,45.6174998,-73.6060113,2.8509316770186337
577,197,1415,927,927.0,Hôpital Sacré-Coeur (Forbes),45.5319436,-73.7136054,7.182741116751269
578,199,4605,928,928.0,Place Rodolphe-Rousseau (Gohier / Édouard-Laurin),45.5129939,-73.6824985,23.14070351758794
579,201,8279,929,929.0,Molson / William-Tremblay,45.5415485,-73.5650124,41.18905472636816
580,202,6942,930,930.0,Messier / St-Joseph,45.5394606,-73.5760564,34.366336633663366
581,173,507,931,931.0,Ateliers municipaux de St-Laurent (Cavendish / Poirier),45.5061758,-73.7111861,2.930635838150289
582,185,901,932,932.0,Centre des loisirs (Tassé / Grenet),45.5147343,-73.691449,4.870270270270271
583,202,11123,934,934.0,McKenna / Édouard-Montpetit,45.5011651,-73.6205475,55.06435643564357
584,194,32719,935,935.0,St-Catherine / St-Laurent,45.5099315,-73.5638067,168.65463917525773
585,202,4578,936,936.0,Du Quesne / Pierre-de-Coubertin,45.5750536,-73.5389322,22.663366336633665
586,201,1647,937,937.0,Ste-Claire / Pierre-Tétreault,45.6019133,-73.5244185,8.194029850746269
587,202,23542,938,938.0,Richmond / des Bassins,45.4875216,-73.565003,116.54455445544555
588,202,18531,941,941.0,André-Laurendeau / Rachel,45.5428981,-73.561846,91.73762376237623
589,202,11856,942,942.0,des Érables / Laurier,45.5384608,-73.5776791,58.693069306930695
590,202,24544,943,943.0,Clark / St-Viateur,45.5251603,-73.5992467,121.5049504950495
591,190,736,944,944.0,Robin / 15e rue,45.5594955,-73.6989176,3.873684210526316
592,196,1064,945,945.0,Legrand / Cartier,45.552298,-73.7073827,5.428571428571429
593,194,3365,946,946.0,Parc nature de l'Île-de-la-Visitation (Gouin / de Bruchési),45.5783318,-73.655954,17.34536082474227
