,day,emplacement_pk_start,index,pk,name,latitude,longitude,trip_per_day_2022
594,187,4569,948,948.0,Parc Henri-Julien (Legendre / Henri-Julien),45.5460356,-73.6465985,24.433155080213904
595,202,13796,950,950.0,Place d'Youville / McGill,45.4999647,-73.5561544,68.29702970297029
596,202,28156,954,954.0,Ste-Catherine / Union,45.5036663,-73.5695761,139.3861386138614
597,200,9427,955,955.0,St-Christophe / René-Lévesque,45.5149464,-73.5562329,47.135
598,198,7008,956,956.0,Parc de Dieppe,45.5018635,-73.543961,35.39393939393939
599,202,15276,958,958.0,Panet / Ste-Catherine,45.5199567,-73.5548166,75.62376237623762
601,50,3004,960,960.0,Sainte-Catherine / Parthenais,45.5262351,-73.54895,60.08
602,180,902,961,961.0,Terminus Newman (Airlie / Lafleur),45.4250597,-73.6495992,5.011111111111111
603,117,1296,962,962.0,2e avenue / Centrale,45.4328944,-73.5968529,11.076923076923077
604,198,1472,963,963.0,Travaux publics LaSalle (Cordner / Léger),45.4452719,-73.6244836,7.434343434343434
605,197,1622,964,964.0,Lapierre / Serge,45.4385441,-73.6202163,8.233502538071066
606,201,4230,965,965.0,Brittany / Ainsley,45.5258899,-73.6500344,21.044776119402986
607,199,2171,966,966.0,Gloria / Dollard,45.429711,-73.6338834,10.909547738693467
609,201,3370,971,971.0,Parc Loyola (Somerled / Doherty),45.460023,-73.644442,16.766169154228855
610,199,2598,972,972.0,Parc Van Horne (de la Peltrie / de Westbury),45.4904723,-73.6385324,13.055276381909549
611,198,5390,974,974.0,Parc de la Confédération (Fielding / West Hill),45.471882,-73.6400217,27.22222222222222
612,198,1838,976,976.0,REV (Souligny / Desmarteau),45.6046208,-73.5159963,9.282828282828282
613,181,1306,979,979.0,des Ormeaux / de Grosbois,45.6059017,-73.5343695,7.2154696132596685
614,195,1380,980,980.0,Champdoré / de Lorimier,45.5668693,-73.6410168,7.076923076923077
615,200,2847,983,983.0,Egan / Laurendeau,45.4528579,-73.5892488,14.235
616,202,10918,984,984.0,Dorion / Rachel,45.531634,-73.5682458,54.04950495049505
617,200,6200,985,985.0,Parc Villeray (Christophe-Colomb / Jarry),45.5480925,-73.624261,31.0
618,202,8812,986,986.0,de Léry / Sherbrooke,45.5409997,-73.5582626,43.62376237623762
619,201,19375,987,987.0,St-Charles / Thomas-Keefer,45.477605,-73.573775,96.39303482587064
620,202,4507,988,988.0,Monsabré / Boileau,45.5717982,-73.5415497,22.31188118811881
621,200,4788,989,989.0,Parc Georges St-Pierre (Oxford / Upper Lachine),45.4689119,-73.6095089,23.94
622,200,1817,993,993.0,de Grosbois / Duchesneau,45.6112307,-73.5312416,9.085
623,201,6623,994,994.0,Parc Labelle (LaSalle / Henri-Duhamel),45.472561,-73.5699892,32.950248756218905
624,201,2472,995,995.0,8e avenue / Everett,45.5648113,-73.5958041,12.298507462686567
625,196,3742,996,996.0,Lacombe / Victoria,45.490628,-73.628878,19.091836734693878
626,201,3896,997,997.0,Parc MacDonald (Clanranald / Isabella),45.4826927,-73.6348128,19.383084577114428
627,202,8615,998,998.0,St-Ambroise / Louis-Cyr,45.4751933,-73.5809433,42.648514851485146
628,173,971,999,999.0,Parc de Beauséjour (Gouin / Henri-d'Arles),45.526765,-73.730423,5.61271676300578
629,200,2872,1000,1000.0,Parc Champdoré (Champdoré / de Lille),45.5691762,-73.6362934,14.36
630,118,3558,1003,1003.0,Parc Tino-Rossi (18e avenue / Everett),45.5648113,-73.5958041,30.152542372881356
631,200,2229,1004,1004.0,Stinson / Montpellier,45.5040143,-73.7044269,11.145
632,202,17248,1006,1006.0,Place du Canada (Peel / de la Gauchetière),45.4984678,-73.5684335,85.38613861386139
633,202,12506,1007,1007.0,Aylmer / Ste-Catherine,45.5043468,-73.5689485,61.91089108910891
634,112,6589,1008,1008.0,Ste-Catherine / Parthenais,45.5262351,-73.54895,58.830357142857146
635,193,28032,1009,1009.0,de Lanaudière / du Mont-Royal,45.5302211,-73.5769965,145.24352331606218
636,202,10518,1010,1010.0,Métro Pie-IX (Pierre-de-Coubertin / de la Salle),45.5552411,-73.5508221,52.06930693069307
637,37,469,1011,1011.0,St-Joseph / 21e avenue Lachine,45.4335565,-73.6840434,12.675675675675675
638,201,5675,1016,1016.0,Parc Howard (de l'Épée / de Liège),45.5616903,-73.610512,28.233830845771145
639,185,685,1017,1017.0,Sabrevois / des Récollets,45.5832879,-73.6327636,3.7027027027027026
640,201,14185,1020,1020.0,Parc Maisonneuve (Viau / Sherbrooke),45.5649368,-73.5555911,70.57213930348259
641,200,4701,1024,1024.0,6e avenue / Bélanger,45.5545638,-73.5961568,23.505
642,202,11925,1025,1025.0,Marquette / Gilford,45.5338507,-73.5789116,59.03465346534654
643,193,989,1026,1026.0,Duchesneau / de Marseille,45.6096263,-73.522739,5.124352331606218
644,195,12875,1027,1027.0,St-Antoine / de la Montagne,45.4953717,-73.5685891,66.02564102564102
645,175,2212,1032,1032.0,Parc des Hirondelles (Fleury / André-Jobin),45.5760003,-73.6467648,12.64
646,202,21431,1033,1033.0,Parc Baldwin (Fullum / Sherbrooke),45.5340705,-73.5626507,106.0940594059406
647,202,11077,1034,1034.0,Parc Père-Marquette (de Lanaudière / de Bellechasse),45.539324,-73.5958784,54.836633663366335
649,20,105,1037,1037.0,Alexis-Nihon / St-Louis,45.5003388,-73.6826205,5.25
650,152,437,1038,1038.0,Parc Marlborough (Beauzèle / Robichaud),45.5223415,-73.7216789,2.875
651,192,1273,1040,1040.0,Parc Reine-Élizabeth (Penniston / Crawford),45.4391447,-73.5917366,6.630208333333333
652,202,34283,1041,1041.0,Parc du Pélican (1ère avenue / Masson),45.5451997,-73.5764507,169.71782178217822
653,182,7970,1044,1044.0,Gilford / des Érables,45.5375266,-73.5751244,43.79120879120879
654,144,494,1048,1048.0,41e avenue / Victoria,45.440347,-73.7023133,3.4305555555555554
655,163,567,1050,1050.0,Parc Ivan-Franko (33e avenue / Victoria),45.43746,-73.6935318,3.478527607361963
656,202,4712,1053,1053.0,Pratt / Bates,45.5169478,-73.6263156,23.326732673267326
657,201,4755,1054,1054.0,McCulloch / de la Côte Ste-Catherine,45.5157751,-73.6006093,23.65671641791045
658,142,411,1055,1055.0,Parc Sauvé (Balzac / de Bayonne),45.5990861,-73.6369479,2.8943661971830985
659,50,2959,1056,1056.0,Ste-Catherine / Sanguinet,45.5128938,-73.5612479,59.18
660,193,1585,1057,1057.0,de Côme / Jean-Talon,45.588303,-73.5778372,8.212435233160623
661,98,9622,1058,1058.0,Wellington / 2e avenue,45.4575911,-73.5675594,98.18367346938776
662,99,10616,1059,1059.0,Wellington / Hickson,45.4650577,-73.5667753,107.23232323232324
663,201,3195,1062,1062.0,Beurling / Godin,45.4479158,-73.5838187,15.895522388059701
664,202,7886,1068,1068.0,Métro Fabre (Marquette / Jean-Talon),45.5474078,-73.6076689,39.039603960396036
665,153,5162,1069,1069.0,Métro Plamondon (de Kent / Victoria),45.494564,-73.638702,33.73856209150327
666,202,22141,1070,1070.0,Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance),45.5082046,-73.5688144,109.60891089108911
667,202,8814,1071,1071.0,Letourneux / Ste-Catherine,45.5507836,-73.5341,43.633663366336634
668,201,19361,1072,1072.0,Métro Jarry (Lajeunesse / Jarry),45.5435597,-73.627772,96.32338308457712
669,202,19948,1073,1073.0,Gilford / St-Denis,45.5251147,-73.586006,98.75247524752476
670,44,184,1075,1075.0,Parc Maurice Bélanger (Hebert / Forest),45.5880822,-73.6322231,4.181818181818182
671,201,7997,1076,1076.0,Durocher / Beaumont,45.5280002,-73.6192358,39.78606965174129
672,202,14178,1077,1077.0,Marie-Anne / Papineau,45.5317737,-73.5724462,70.18811881188118
673,201,3855,1082,1082.0,Péloquin / Fleury,45.5570222,-73.6599016,19.17910447761194
674,93,2600,1084,1084.0,Des Érables / Villeray,45.5539483,-73.6115748,27.956989247311828
676,174,674,1086,1086.0,Parc Chopin (Dumouchel / Tessier),45.5707266,-73.737086,3.8735632183908044
677,201,5699,1087,1087.0,27e avenue / Rosemont,45.5636787,-73.5716045,28.35323383084577
678,153,19731,1090,1090.0,Métro Beaudry (Montcalm / de Maisonneuve),45.519132,-73.5578897,128.9607843137255
679,202,5048,1091,1091.0,Durocher / St-Viateur,45.5207958,-73.6032707,24.99009900990099
680,168,690,1095,1095.0,Langelier / Marie-Victorin,45.6145192,-73.6122447,4.107142857142857
681,175,7496,1096,1096.0,Drummond / Sherbrooke,45.5003924,-73.578168,42.83428571428571
682,202,6756,1101,1101.0,de Rouen / Lespérance,45.5386271,-73.5528392,33.445544554455445
683,190,1204,1103,1103.0,Parc Wilfrid-Bastien (Lacordaire / des Galets),45.5864002,-73.5952181,6.336842105263158
684,183,867,1104,1104.0,Parc Delorme (Malouin / Laferté),45.5904902,-73.5902694,4.737704918032787
685,187,804,1105,1105.0,Parc St-Laurent (Salk / Thomas-Chapais),45.6062348,-73.6287838,4.2994652406417115
686,175,634,1107,1107.0,Parc Beaulac (rue Élizabeth),45.5200557,-73.6779515,3.6228571428571428
687,200,2071,1108,1108.0,CHSLD St-Michel (8e avenue / Jarry),45.5616903,-73.610512,10.355
688,190,598,1109,1109.0,Mairie d'arrondissement Montréal-Nord (Hébert / de Charleroi),45.593985,-73.6376721,3.1473684210526316
689,196,1804,1110,1110.0,Parc Luigi-Pirandello (de Bretagne / Jean-Rivard),45.5794057,-73.6025888,9.204081632653061
690,197,1367,1111,1111.0,Parc LaSalle (10e avenue / Victoria),45.4380555,-73.6727393,6.939086294416244
691,188,1120,1112,1112.0,Parc Stoney-Point (St-Joseph / 47e avenue),45.4365683,-73.7083697,5.957446808510638
692,157,6372,1113,1113.0,Parc riverain de Lachine (des Iroquois),45.4305431,-73.6690244,40.5859872611465
693,183,732,1114,1114.0,Bibliothèque Jean-Corbeil (Goncourt / Place Montrichard),45.6027276,-73.5579303,4.0
694,195,1832,1115,1115.0,Aréna Chaumont (Chaumont / des Ormeaux),45.6109266,-73.5467345,9.394871794871795
695,190,1289,1116,1116.0,Parc Chamberland (Dorais / de l'Église),45.502989,-73.689113,6.78421052631579
696,164,618,1117,1117.0,Parc Noel-Nord (Toupin / Keller),45.5175831,-73.7266141,3.768292682926829
697,192,1920,1118,1118.0,Parc du Bois-Franc (de l'Équateur / des Andes),45.5131776,-73.7130609,10.0
698,173,588,1119,1119.0,Parc Grovehill (St-Antoine / Ivan-Franko),45.4398238,-73.6948782,3.398843930635838
699,197,1688,1120,1120.0,Parc Kirkland (des Érables / Boyer),45.4460609,-73.6507995,8.568527918781726
700,195,1540,1121,1121.0,Parc Painter (Marcotte / Quenneville),45.5286305,-73.6773124,7.897435897435898
701,201,3600,1123,1123.0,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),45.5534001,-73.6622545,17.91044776119403
702,202,11416,1124,1124.0,La Tour de Montréal (Pierre-de-Coubertin / Bennett),45.5597053,-73.5515544,56.51485148514851
703,202,4006,1125,1125.0,CCI Outremont (Dollard / Durcharme),45.5200191,-73.6189073,19.831683168316832
704,177,1384,1128,1128.0,Parc Summerlea (53e avenue / St-Joseph),45.4383671,-73.7154669,7.8192090395480225
705,169,1069,1132,1132.0,Parc Ottawa (de Belleville / Fleury),45.58116,-73.6412434,6.325443786982248
706,28,620,1133,1133.0,Parc Turin (Chambord / Jean-Talon),45.5446806,-73.6101606,22.142857142857142
707,71,238,1136,1136.0,Terminus Le Carrefour (Terry-Fox / Le Carrefour),45.5684203,-73.7468728,3.352112676056338
708,202,16019,1137,1137.0,Métro Lionel-Groulx (St-Jacques / Atwater),45.4836285,-73.5797026,79.3019801980198
709,202,13121,1139,1139.0,CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),45.5039817,-73.6228395,64.95544554455445
710,196,886,1140,1140.0,Parc St-Laurent (Dutrisac),45.5259138,-73.6891115,4.520408163265306
711,197,2689,1142,1142.0,Parc St-Louis (St-Joseph / 34e avenue),45.4328398,-73.6934915,13.649746192893401
712,20,84,1145,1145.0,Parc d'Antioche ( Place d'Antioche / St-Zotique),45.5953519,-73.5586762,4.2
713,64,6738,1146,1146.0,Duluth /St-Denis,45.5205975,-73.5759705,105.28125
714,202,11966,1147,1147.0,Fullum / Terrasse Mercure,45.5354834,-73.5659391,59.23762376237624
715,70,3054,1148,1148.0,Hutchison/ Van Horne,45.5249771,-73.6106864,43.628571428571426
716,202,5199,1149,1149.0,Letourneux / Hochelaga,45.5546589,-73.546603,25.737623762376238
717,202,12251,1150,1150.0,Chambord/ Beaubien,45.5399002,-73.5993621,60.648514851485146
718,175,15384,1151,1151.0,de la Montagne/ Sherbrooke,45.4997438,-73.5789384,87.90857142857143
719,161,456,1152,1152.0,19e avenue / St-Antoine,45.4397787,-73.6813706,2.8322981366459627
720,202,7277,1153,1153.0,de la Peltrie / de la Côte-des-Neiges,45.4997974,-73.6301753,36.024752475247524
721,21,881,1154,1154.0,Mozart / Casgrain,45.5347253,-73.6145206,41.95238095238095
722,153,9953,1155,1155.0,St-Hubert /de Maisonneuve,45.5161321,-73.5604969,65.05228758169935
723,202,5015,1156,1156.0,Everett / Garnier,45.5475815,-73.6122085,24.826732673267326
724,202,2692,1157,1157.0,Michelet / Jean-Talon,45.5762911,-73.583529,13.326732673267326
725,196,1092,1158,1158.0,Parc Ferland (Belleherbe / Albanel),45.595768,-73.5953039,5.571428571428571
726,185,740,1159,1159.0,Place du Village (St-Jean-Baptiste / Notre-Dame),45.6400029,-73.490113,4.0
727,201,5724,1160,1160.0,Monk / Biencourt,45.4586632,-73.5960227,28.47761194029851
728,202,17019,1161,1161.0,Durocher / Sherbrooke,45.5070762,-73.5722852,84.25247524752476
729,202,18549,1162,1162.0,Beaudry / Ontario,45.5214582,-73.5620499,91.82673267326733
730,111,6743,1163,1163.0,Parc Lalancette (de Rouen/ Valois),45.548145,-73.5471261,60.747747747747745
731,201,7590,1164,1164.0,Bennett / Adam,45.5536514,-73.5341495,37.76119402985075
732,201,2932,1165,1165.0,Cégep André-Laurendeau (Lapierre),45.4360551,-73.6057752,14.587064676616915
733,187,998,1166,1166.0,Mairie d'arrondissement LaSalle (Dupras / Jeannette),45.429167,-73.6628097,5.336898395721925
734,164,580,1167,1167.0,Dixie / 54e avenue,45.4433803,-73.7178916,3.5365853658536586
735,56,3618,1168,1168.0,Ste-Émilie / St-Rémi,45.4697664,-73.5892588,64.60714285714286
736,194,16080,1169,1169.0,Alexandre-DeSève  / Ontario,45.5243588,-73.5605344,82.88659793814433
737,193,5105,1170,1170.0,Bloomfied / St-Viateur,45.5191037,-73.6051905,26.45077720207254
738,192,2157,1171,1171.0,Parc Félix-Leclerc (François-Boivin / St-Zotique),45.591455,-73.5627553,11.234375
739,71,628,1172,1172.0,2e avenue /centrale,45.4328946,-73.5968569,8.845070422535212
740,182,973,1173,1173.0,Métro de la Concorde (Léo-Lacombe),45.5604899,-73.7091851,5.346153846153846
741,176,682,1174,1174.0,Parc Henri-Dunant (Léger / Henri-Dunant),45.5684396,-73.6752021,3.875
742,138,20211,1175,1175.0,du Parc-Lafontaine / Rachel,45.5254742,-73.5743251,146.45652173913044
743,187,7973,1176,1176.0,Bloomfield / Ball,45.5299594,-73.632946,42.63636363636363
744,47,6673,1177,1177.0,Métro Laurier (Bibaud / Rivard),45.5278391,-73.5895747,141.9787234042553
745,177,14430,1178,1178.0,Marché Jean-Talon (Casgrain / Shamrock),45.5351901,-73.6154822,81.52542372881356
746,176,10305,1179,1179.0,de l'Hôtel-de-Ville / Ontario,45.5135916,-73.5662556,58.55113636363637
747,175,5279,1180,1180.0,Chambord / de Castelnau,45.5453692,-73.6117625,30.165714285714287
748,173,12126,1181,1181.0,Union / Ste-Catherine,45.5040272,-73.5697022,70.09248554913295
749,169,26489,1182,1182.0,Peel / Ottawa,45.4941996,-73.5599846,156.7396449704142
750,165,10420,1183,1183.0,HEC (Decelles / Jean-Brillant),45.4977228,-73.6192533,63.15151515151515
751,57,1160,1184,1184.0,Northcliffe / Notre-Dame-de-Grâce,45.477802,-73.6150128,20.350877192982455
752,167,6193,1185,1185.0,Wolfe / de la Gauchetière,45.5162224,-73.5529733,37.08383233532934
753,155,2199,1186,1186.0,Bassin olympique (Chemin du Chenal le Moyne),45.5169025,-73.5272455,14.187096774193549
754,22,308,1187,1187.0,21e avenue / St-Joseph Lachine,45.4335115,-73.6833906,14.0
756,51,3030,1189,1189.0,Bélanger / St-Laurent,45.5331335,-73.6147285,59.411764705882355
757,119,1150,1190,1190.0,Louisbourg / O'brien,45.5306042,-73.70377,9.663865546218487
758,38,499,1191,1191.0,Métro St-Laurent Dépôt ( de Maisonneuve / St-Laurent),45.5106881,-73.5653074,13.131578947368421
759,99,10605,1192,1192.0,Wellington / Gordon,45.4611038,-73.5672373,107.12121212121212
760,139,1902,1193,1193.0,St-Joseph Lachine / 21e avenue,45.4335212,-73.6835432,13.683453237410072
761,140,9724,1194,1194.0,St-Rémi / Ste Émilie,45.4697664,-73.5892588,69.45714285714286
762,106,9598,1195,1195.0,Henri-Julien / Duluth,45.5197013,-73.5766625,90.54716981132076
763,134,3124,1196,1196.0,de Versailles / St-Jacques,45.4927744,-73.5688573,23.313432835820894
764,44,1447,1197,1197.0,Bossuet / Sherbrooke,45.576113,-73.5469437,32.88636363636363
765,127,5845,1198,1198.0,de Mentana / St-Joseph,45.529107,-73.584803,46.023622047244096
766,126,13809,1199,1199.0,St-Denis / Ste-Catherine,45.5137229,-73.5603105,109.5952380952381
767,120,2844,1200,1200.0,de Châteauguay / Ropery,45.4793011,-73.5662945,23.7
768,67,155,1201,1201.0,Parc de l'Hôtel-de-Ville (Laurendeau / Ste-Julie),45.6308738,-73.4950389,2.3134328358208953
769,63,100,1202,1202.0,Parc des Vétérans (des Vétérans / Broadway),45.6315812,-73.5079604,1.5873015873015872
770,46,77,1203,1203.0,Centre récréatif Édouard-Rivet (Lesage / Notre-Dame),45.6283593,-73.5000479,1.673913043478261
771,54,9889,1204,1204.0,Rachel / du Parc-Lafontaine,45.5254474,-73.5742486,183.12962962962962
772,106,5076,1205,1205.0,Bibliothèque et Complexe aquatique Rosemont (9e avenue / Rosemont),45.5520234,-73.5817184,47.886792452830186
773,96,344,1206,1206.0,Parc Chenier (de l'Aréna / Chenier),45.6024865,-73.5432905,3.5833333333333335
774,72,244,1207,1207.0,Parc de Montréal-Est (Notre-Dame Est / David),45.6126908,-73.5100499,3.388888888888889
775,29,2203,1208,1208.0,Notre-Dame / Guy,45.4900138,-73.5672063,75.96551724137932
776,10,1345,1209,1209.0,Sainte-Catherine / Guy,45.4951965,-73.5778345,134.5
777,25,142,1210,1210.0,Dépôt Festivals ( de Maisonneuve / St-Laurent),45.5106881,-73.5653074,5.68
778,49,4498,1212,1212.0,Wolfe / Ste-Catherine,45.517944,-73.5565475,91.79591836734694
779,1,2,1213,1213.0,René- Lévesque /Papineau,45.5209516,-73.5499866,2.0
780,97,4764,1214,1214.0,René-Lévesque / Papineau,45.5209208,-73.5499048,49.11340206185567
781,96,1340,1215,1215.0,6e avenue / Villeray,45.5587396,-73.6058904,13.958333333333334
782,92,6067,1216,1216.0,Parc Lalancette (de Rouen / Valois),45.548145,-73.5471261,65.94565217391305
783,92,17299,1217,1217.0,Métro Laurier (Berri / Laurier),45.5275891,-73.5890758,188.0326086956522
784,91,4417,1218,1218.0,Métro Viau (Viau / Pierre-de-Coubertin),45.5630842,-73.5481941,48.53846153846154
785,90,17352,1219,1219.0,Guy / Sainte-Catherine,45.4949751,-73.5777704,192.8
786,88,7086,1220,1220.0,Dorion / Sherbrooke,45.5293521,-73.5633184,80.52272727272727
787,85,2533,1221,1221.0,Parc Joseph-Robin (18e avenue / Everett),45.5648113,-73.5958041,29.8
788,46,119,1222,1222.0,Mayfield / St-Martin O,45.5530175,-73.7582266,2.5869565217391304
789,61,142,1223,1223.0,de Chenonceau / Chomedey,45.56157,-73.75448,2.3278688524590163
790,69,436,1224,1224.0,Gare Montpellier (Muir / de la Côte-Vertu),45.5237405,-73.6716992,6.318840579710145
791,48,100,1225,1225.0,Gare du Ruisseau (Dutrisac / Henri-Bourassa),45.5281437,-73.6925454,2.0833333333333335
792,81,1455,1226,1226.0,Parc Nicolas-Tillemont (des Érables / Villeray),45.5546365,-73.6125522,17.962962962962962
793,78,2758,1227,1227.0,CHSLD Robert Cliche (de Bellechasse / 16e avenue),45.557568,-73.579191,35.35897435897436
794,54,123,1228,1228.0,11e avenue / du Souvenir,45.5693391,-73.7047273,2.2777777777777777
795,74,249,1229,1229.0,Parc du Mail (Bois de Coulonges / du Mail),45.598335,-73.5459673,3.364864864864865
796,75,2226,1230,1230.0,Fabrik8 (Waverly / Jean-Talon),45.5333073,-73.6208224,29.68
797,81,1874,1231,1231.0,Parc Beaubien Outremont (Stuart / St-Viateur),45.5159697,-73.6082751,23.135802469135804
798,81,1929,1232,1232.0,Parc Olympique (Pie-IX / Sherbrooke),45.5548245,-73.5537028,23.814814814814813
799,77,893,1233,1233.0,Parc Hébert (Colbert / Provencher),45.5723781,-73.5937046,11.597402597402597
800,76,341,1234,1234.0,Parc Courbertin (Valéry / Perrier),45.5839877,-73.6080933,4.4868421052631575
801,81,678,1235,1235.0,Parc Garibaldi (Liénart / Bélanger),45.5864765,-73.5703969,8.37037037037037
802,74,309,1236,1236.0,Alton-Goldbloom / Notre-Dame,45.545026,-73.7378767,4.175675675675675
803,68,138,1237,1237.0,Parc Charleroi (Alfred / Louis-Francoeur),45.5995347,-73.6236025,2.0294117647058822
804,73,389,1238,1238.0,Parc Aimé-Léonard (Gouin / Ste-Gertrude),45.6083582,-73.6385062,5.328767123287672
805,80,355,1239,1239.0,Parc Maurice-Bélanger (Hébert / Denommée),45.5877138,-73.6317182,4.4375
806,81,5908,1240,1240.0,CÉGEP du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville),45.5140122,-73.5659867,72.93827160493827
807,81,2601,1241,1241.0,Complexe sportif Claude Robillard (Émile-Journault),45.5529855,-73.6386477,32.111111111111114
808,74,203,1242,1242.0,Gare St-Michel / Montréal-Nord (Pie-IX / 56e),45.5831978,-73.629787,2.7432432432432434
809,81,603,1243,1243.0,IUSMM (Georges-Villeneuve),45.5865659,-73.5293725,7.444444444444445
810,80,680,1244,1244.0,Parc Eusèbe-Ménard (Gouin / St-Vital),45.5925395,-73.6487482,8.5
811,78,345,1245,1245.0,CHSLD Joseph-François-Perrault (St-Michel / Everett),45.5596973,-73.6014596,4.423076923076923
812,79,570,1246,1246.0,Mairie d'arrondissement St-Laurent (Beaudet / Marcel-Laurin),45.5068242,-73.681848,7.215189873417722
813,80,1030,1247,1247.0,Bibliothèque du Vieux-St-Laurent (de l'Église / Filiatrault),45.5128433,-73.6761242,12.875
814,81,6165,1248,1248.0,Métro St-Laurent 2 ( de Maisonneuve / St-Laurent),45.5107698,-73.5649373,76.11111111111111
815,62,149,1249,1249.0,du Mans / des Alouettes,45.5803349,-73.6847187,2.403225806451613
816,46,100,1250,1250.0,Pierre-Péladeau / du Centropolis,45.5625118,-73.7437065,2.1739130434782608
817,52,95,1251,1251.0,Jeanne-Mance / St-Martin O,45.5574215,-73.7480604,1.8269230769230769
818,44,113,1252,1252.0,Parc Armand-Bombardier (Perras / Armand-Bombardier),45.6391233,-73.5961118,2.5681818181818183
819,12,68,1253,1253.0,Parc Angrignon ( Lacroix / des Trinitaires),45.4464195,-73.6014273,5.666666666666667
820,74,2721,1254,1254.0,Collège de Rosemont (15e avenue / Beaubien),45.5577499,-73.5838012,36.770270270270274
821,45,97,1255,1255.0,Le Corbusier / St-Martin O,45.5650067,-73.7319054,2.1555555555555554
822,71,1543,1256,1256.0,Métro Cadillac (Cadillac / Sherbrooke),45.5768333,-73.5464742,21.732394366197184
823,57,122,1257,1257.0,McNamara / St-Martin O,45.5712036,-73.7235188,2.1403508771929824
824,44,94,1258,1258.0,de Grenoble / de Cassis,45.5788972,-73.7049271,2.1363636363636362
825,4,25,1259,1259.0,Parc Angrignon (Lacroix / des Trinitaires),45.4444694,-73.6026478,6.25
826,64,4608,1260,1260.0,Berri /Ste-Catherine,45.5146906,-73.5599014,72.0
827,63,375,1261,1261.0,Préfontaine / Marcel-Pépin,45.5436538,-73.5594206,5.9523809523809526
828,7,380,1262,1262.0,St-Mathieu / Tupper,45.4932782,-73.5782891,54.285714285714285
829,50,3591,1263,1263.0,de la Roche / Marie-Anne,45.52766,-73.576124,71.82
830,50,1964,1264,1264.0,Soeurs-Grises / Margueritte d'Youville,45.4988464,-73.5546298,39.28
831,3,225,1265,1265.0,Duluth / du Parc,45.5137914,-73.5824025,75.0
832,20,1408,1266,1266.0,Métro Beaudry ( Beaudry / Ste-Catherine),45.5188484,-73.5559458,70.4
833,50,2691,1267,1267.0,St-Hubert / de Maisonneuve (nord),45.5161321,-73.5604969,53.82
834,50,2776,1268,1268.0,St-Hubert / de Maisonneuve (sud),45.5158684,-73.5600838,55.52
835,50,396,1269,1269.0,Hochelaga / de l'Assomption,45.5668831,-73.5394382,7.92
836,50,2956,1270,1270.0,de Brébeuf / Gilford,45.530952,-73.581585,59.12
837,50,1010,1271,1271.0,Métro Plamondon (Carlton / Victoria),45.4953008,-73.6394939,20.2
838,46,403,1272,1272.0,de Chambly / de Rouen,45.5471031,-73.5489245,8.76086956521739
839,49,2455,1273,1273.0,Montmorency / Richardson,45.4851133,-73.5604384,50.10204081632653
840,18,1654,1274,1274.0,Ste-Catherine / St-Mathieu,45.4938326,-73.5791422,91.88888888888889
841,48,1803,1275,1275.0,de Maisonneuve / Mansfield SE,45.5022935,-73.5733064,37.5625
842,48,2665,1276,1276.0,BAnQ (Berri),45.5160139,-73.5629196,55.520833333333336
843,48,1086,1277,1277.0,de Bellechasse / Pie-IX,45.5612927,-73.5761133,22.625
844,47,8693,1278,1278.0,Parc Jeanne-Mance (monument à sir George-Étienne Cartier),45.5148664,-73.5847586,184.95744680851064
845,47,2676,1279,1279.0,Place des Festivals ( du Président-Kennedy / de Bleury),45.5076439,-73.569324,56.93617021276596
846,33,82,1280,1280.0,Parc Ernest-Rouleau (Gouin),45.6313127,-73.616315,2.484848484848485
847,46,1766,1281,1281.0,St-Laurent / St-Jacques,45.5064957,-73.556494,38.391304347826086
848,46,1105,1282,1282.0,Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),45.4962414,-73.6298387,24.02173913043478
849,41,820,1283,1283.0,Irene / St-Jacques,45.480133,-73.5839313,20.0
850,39,2902,1284,1284.0,Ste-Catherine / Bishop,45.4966367,-73.5761287,74.41025641025641
851,34,362,1285,1285.0,Delisle / George-Vanier,45.485974,-73.5728323,10.647058823529411
852,34,1688,1286,1286.0,Evans / Clark,45.5110837,-73.5679775,49.64705882352941
853,33,3714,1287,1287.0,Duluth  / St-Denis,45.5208024,-73.5757989,112.54545454545455
854,32,2705,1288,1288.0,St-Marc / Ste-Catherine,45.4928566,-73.5806543,84.53125
855,26,1795,1289,1289.0,Métro Beaudry ( Montcalm / Ste-Catherine),45.5183846,-73.5563515,69.03846153846153
856,29,1858,1290,1290.0,de l'Hôtel-de-Ville / Villeneuve,45.5234808,-73.5873276,64.06896551724138
857,28,1029,1291,1291.0,St-Mathieu / Baile,45.4928904,-73.5776126,36.75
858,27,191,1292,1292.0,d'Iberville / Fleury,45.5754318,-73.6474305,7.074074074074074
859,20,528,1293,1293.0,Square Viger (Berri / Viger),45.5122121,-73.5546289,26.4
860,18,2404,1294,1294.0,Bordeaux / Mont-Royal,45.5345836,-73.5731596,133.55555555555554
861,2,3,1295,1295.0,Keller / Cousineau,45.5235502,-73.7138857,1.5
862,4,189,1296,1296.0,Métro Beaudry (Beaudry / Ste-Catherine),45.5188845,-73.5559385,47.25
